id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
100015,France,"Jaboulet's white Hermitage is named after the crusading knight who built and settled in the small chapel on the Hermitage hill. The wine itself is powerful, rich and concentrated, with heady perfumes of wild flowers and nuts. The palate combines a hint of wood, a full-bodied, oily texture and a stunning burst of acidity that leaves a crisp aftertaste.",Chevalier de Sterimberg,94,75.0,Rhône Valley,Hermitage,,Roger Voss,@vossroger,Paul Jaboulet Aîné 1999 Chevalier de Sterimberg White (Hermitage),Rhône-style White Blend,Paul Jaboulet Aîné
100016,France,"Jaboulet's view of its most famous wine seems to have changed. Although the concentrated, dense tannins and big black fruit flavors are still there, it has lost the huge brooding presence of past vintages, and now has a veneer of sophistication with superripe fruit, plums and dark jam tastes. Whether this 1999 will age as well as older vintages remains to be seen, but it will certainly be ready to drink sooner.",La Chapelle,94,131.0,Rhône Valley,Hermitage,,Roger Voss,@vossroger,Paul Jaboulet Aîné 1999 La Chapelle  (Hermitage),Rhône-style Red Blend,Paul Jaboulet Aîné
100017,US,"What power and drama have gone into this wonderful wine. Sheer Pomerol, with pencil shaving, black cherry, cedar, chocolate and gamy-meaty aromas and flavors, tinged with violets, and the most voluptuous mouthfeel. Sheer hedonism right through the long sweet finish.",,94,48.0,California,Napa-Sonoma,North Coast,,,Pride Mountain 1999 Merlot (Napa-Sonoma),Merlot,Pride Mountain
100018,France,"Old vines in the Les Bessards vineyard on the Hermitage hill have offered up a majestic wine that has considerable power. With its strong, firm tannins and intense, brooding dark fruits, this is a wine that has obviously been made to last. With little use of new wood for this wine (only 10%), the structure and the complexity come entirely from the enormously ripe fruit and traditional fermentation.",Les Bessards,94,98.0,Rhône Valley,Hermitage,,Roger Voss,@vossroger,Delas Frères 1999 Les Bessards  (Hermitage),Rhône-style Red Blend,Delas Frères
100019,France,"The perfect combination of elegance and purity of fruit give this famous wine, a blend of fruit from both slopes of the hills above Ampuis, a great sense of style as well as power. The Syrah perfumes, at their richest and coolest, combine with black fruits to give an overwhelming impression of immense fruit flavors.",Brune et Blonde,94,40.0,Rhône Valley,Côte Rôtie,,Roger Voss,@vossroger,E. Guigal 1999 Brune et Blonde  (Côte Rôtie),Syrah,E. Guigal
100020,US,"Hedges is one of a handful of Washington wineries producing top- caliber wines in significant quantities. This is their best deeply colored, elegant and Bordeaux-like in style and substance. Powerful, muscular black cherry fruit blends with dense, firm tannins, highlighted with elements of iron and earth. The wine, though young and compressed, is a perfect expression of Red Mountain Cabernet. About 20% Merlot is also in the blend. 2,100 six-bottle cases made. Editors' Choice.",Red Mountain Reserve,94,42.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Hedges 1999 Red Mountain Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Hedges
100021,US,"A strong Cabernet that's so tightly wound in tannins, it's hard to appreciate, despite plenty of fruit. There's also a green olive earthiness to the sweet blackberries and cedar. Showing its immaturity now, so give it a good six years in the cellar.",,90,65.0,California,Howell Mountain,Napa,,,La Jota Vineyard 2007 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,La Jota Vineyard
100022,Chile,"This SB has one of Chile's best track records for high quality. The nose and flavors both exceed norms, with the former showing bold citrus, lime and melon aromas and the latter revolving around grapefruit, lime and gooseberry. It's ripe, healthy, pithy, acid-driven and piercing. Summer sipping calls.",Limited Selection,90,15.0,Leyda Valley,,,Michael Schachner,@wineschach,Montes 2010 Limited Selection Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Montes
100023,Italy,"This firm and austere Taurasi opens with dark aromas of plum cake, chocolate, dried currant, cola and smoky barbecue sauce. The tannins are firm and dense and the wine needs a few more years of cellar aging before it softens.",,90,34.0,Southern Italy,Taurasi,,,,Donnachiara 2006  Taurasi,Aglianico,Donnachiara
100024,Germany,"Loosen's 2009 spätlese from the Wehlener Sonnenuhr is a lush, medium-bodied wine loaded with honey and peaches. It's superripe and succulent, with a long, fruity finish. Try it with Szechuan dishes, which will buffer the sweetness of the wine while the wine tames some of the heat.",Wehlener Sonnenuhr Spätlese,90,30.0,Mosel,,,Joe Czerwinski,@JoeCz,Dr. Loosen 2009 Wehlener Sonnenuhr Spätlese Riesling (Mosel),Riesling,Dr. Loosen
100025,New Zealand,"Plump and slightly sweet, this late-harvest Riesling comes in at 10% alcohol—something along the lines of a rich spätlese in terms of its alcohol-acid-sugar balance. Notes of pineapple and crushed stone open up to melon fruit on the palate and finish long, with a bit of cinnamon or ginger spice.",Late Harvest,90,55.0,Martinborough,,,Joe Czerwinski,@JoeCz,Dry River 2009 Late Harvest Riesling (Martinborough),Riesling,Dry River
100026,Chile,"Always at the top of the Chilean Pinot heap is this true, complex wine from Kingston Family. The nose features light raspberry, citrus, oceanic brine and toasty, creamy oak. The palate is lush and rolls across the tongue with ease; ripe fruit in the cherry zone along with cocoa and spice make for fine flavors. Finishes with purity, smooth tannins and herbal twinges.",Alazan,90,30.0,Casablanca Valley,,,Michael Schachner,@wineschach,Kingston Family 2009 Alazan Pinot Noir (Casablanca Valley),Pinot Noir,Kingston Family
100027,New Zealand,"Perhaps the biggest of Kumeu River's 2008 Chardonnays, the Coddington offers waves of tropical fruit—pineapple and carambola—allied to mouthfilling richness and balanced by citrusy acids and hints of roasted nuts. Drink now.",Coddington,90,42.0,Kumeu,,,Joe Czerwinski,@JoeCz,Kumeu River 2008 Coddington Chardonnay (Kumeu),Chardonnay,Kumeu River
100028,Italy,"Here's a new producer from southern Italy who presents a very interesting blend of Pallagrello (70%), Aglianico and Casavecchia. The wine opens with warm aromas of leather, smoked meat and black fruit and delivers a unique mouthfeel that is firm but rich at the same time.",Sabbie di Sopra il Bosco,90,49.0,Southern Italy,Terre del Volturno,,,,Nanni Copé 2008 Sabbie di Sopra il Bosco Red (Terre del Volturno),Red Blend,Nanni Copé
100029,Germany,"Like the Josephshöfer bottling, von Kesselstatt's 2009 GG from the Piesporter Goldtröpfchen boasts a salty minerality that underscores the ripe flavors of peach and orange zest. It's medium to full in body, and nearly bone dry, with a long, mouth-watering finish.",Piesporter Goldtröpfchen Trocken GG,90,43.0,Mosel,,,Joe Czerwinski,@JoeCz,Reichsgraf von Kesselstatt 2009 Piesporter Goldtröpfchen Trocken GG Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt
100030,Germany,"Makes an interesting contrast with the J.J. Prüm bottling from the same site, weighing in at a full 1.5% less in finished alcohol, and showing mineral-inflected passion fruit flavors and a touch of vanilla. The sweetness is finely balanced by mouthwatering acidity on the finish.",Wehlener Sonnenuhr Kabinett,90,25.0,Mosel,,,Joe Czerwinski,@JoeCz,S.A. Prüm 2009 Wehlener Sonnenuhr Kabinett Riesling (Mosel),Riesling,S.A. Prüm
100031,Chile,"Alluring on the nose, with a ton of dried spice, mocha and tobacco aromas to go with beefy, berry fruit notes. Despite its darkness and size, this wine delivers bright, juicy acidity and then herbal cassis and berry flavors. Tobacco, herbs and length define the finish. A blend of five red grapes, including Mourvèdre and Petit Verdot; drink now through 2013.",The Blend Limited Edition,90,35.0,Aconcagua Valley,,,Michael Schachner,@wineschach,Errazuriz 2008 The Blend Limited Edition Red (Aconcagua Valley),Red Blend,Errazuriz
100032,Italy,"Pietracalda (which translates into “hot rock”) seems indeed to release aromas of sunbaked granite or river stone over lush background tones of peach, pear and yellow lemon zest. There's a drying, polished feel in the mouth with a touch of bitter almond on the close.",Pietracalda,90,33.0,Southern Italy,Fiano di Avellino,,,,Feudi di San Gregorio 2009 Pietracalda  (Fiano di Avellino),Fiano,Feudi di San Gregorio
100033,France,"Particularly intense on the herbaceous front, the wine shows rich grapefruit and lemon zest flavors. Long, deep and delicious.",Côtes de Morogues,90,22.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Fournier Père et Fils 2009 Côtes de Morogues  (Menetou-Salon),Sauvignon Blanc,Fournier Père et Fils
100034,France,"Concentrated and very full in the mouth, the wine's acidity is tight, wrapped around lemon and grapefruit characters. Good depth of flavor in this intense wine.",Vieilles Vignes Sur Lie,90,,Loire Valley,Muscadet Sèvre et Maine,,Roger Voss,@vossroger,Gadais Père et Fils 2009 Vieilles Vignes Sur Lie  (Muscadet Sèvre et Maine),Melon,Gadais Père et Fils
100035,South Africa,"Dark berries, coffee and woody spice start off the nose of this wine, with more concentrated but juicy plum and cherry flavors unfolding in the mouth. Creamy and lush with medium acid and a lively structure. Drink now–2013.",The Mackenzie,90,79.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Hartenberg 2006 The Mackenzie Red (Stellenbosch),Cabernet Blend,Hartenberg
100036,South Africa,"Medium weight with a satiny smooth texture and great balance, this is a stellar Syrah with great complexity between the rich dark fruit flavors and forest spice. Aromatic accents of cured meat and crème brûlée linger in the back of the bouquet, while a strong coffee flavor stays strong through the finish.",The Stork,90,79.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Hartenberg 2007 The Stork Shiraz (Stellenbosch),Shiraz,Hartenberg
100037,US,"A fine, elegant Pinot Noir, still in its infancy, with bright cranberry and raspberry fruit taking center stage. A shimmering, vivid, youthful vitality elevates the fruit flavors, with juicy acidity and restrained oak influence. Though this is the least expensive wine in the Archery Summit portfolio, it may surprise those who cellar it. Some extra years in the bottle could bring out unsuspected depth and power.",Premier Cuvée,90,48.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Archery Summit 2008 Premier Cuvée Pinot Noir (Willamette Valley),Pinot Noir,Archery Summit
100038,Germany,"A unique style of Riesling, naturally fermented on the skins for 20 days prior to pressing. The result is intriguing: honey and baked apple notes tinged with peach-like ripeness and briny minerality. It's medium-bodied, crisp and dry yet with a sense of honeyed richness.",Geyerscheiss,90,40.0,Rheinhessen,,,Joe Czerwinski,@JoeCz,Würtz 2008 Geyerscheiss Riesling (Rheinhessen),Riesling,Würtz
100039,South Africa,"Made by Carmen Stevens, one of South Africa's first black female winemakers, this is a gorgeous blend with rich aromas and flavors of black currant leaf, licorice, cigar tobacco, boysenberry and black cherry. Lush and creamy in the mouth, the finish offers a hint of fresh mint sprig for a last minute lift.",uQamata,90,20.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Xavier Flouret 2007 uQamata Red (Stellenbosch),Bordeaux-style Red Blend,Xavier Flouret
100040,US,"Do you like lemon drop cocktails? This is a lemon drop wine —so ripe and round and sweetly lemony it could almost pass for Limoncello. Despite the almost 14% alcohol, there is some sweetness, as you might find in a late harvest wine, albeit concealed by the acidity. Rose petals and talcum powder flavors coalesce into a firm, full, fruity, slightly sweet and also quite fragrant finish.",,90,16.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Brandborg 2009 Gewürztraminer (Umpqua Valley),Gewürztraminer,Brandborg
100041,France,"Firm tannins mark this as a wine for aging. At the same time, the sweet and ripe fruit gives weight and richness. Wood flavors just creep in to round out the tannins at the end. Keep for 7–8 years.",,90,,Bordeaux,Listrac-Médoc,,Roger Voss,@vossroger,Château Fonréaud 2006  Listrac-Médoc,Bordeaux-style Red Blend,Château Fonréaud
100042,US,"Delicious. A drinkably juicy, brambly version of Amador County Zin, consistently one of Joel Gott's best, with appetizing texture and mouthfeel and dry, dusty tannins, ready to go now with a range of meaty foods but also able to age.",Dillian Ranch,90,28.0,California,Amador County,Sierra Foothills,Virginie Boone,@vboone,Joel Gott 2008 Dillian Ranch Zinfandel (Amador County),Zinfandel,Joel Gott
100043,US,"Soft and rich, this Chardonnay shows intricately layered flavors of buttered toast, grilled peaches, orange jam, honeysuckle flowers and cinnamon. An opulent wine to drink now.",Red Hen Ranch,90,35.0,California,Oak Knoll District,Napa,,,Laird 2008 Red Hen Ranch Chardonnay (Oak Knoll District),Chardonnay,Laird
100044,US,"Young and loaded with primary fruit flavors—fresh-picked cherries right off the tree, red delicious apples, just-made cranberry sauce—this is lovely now but built for the long term. The 13.6% alcohol listed is verified by the juicy acidity and just a touch of herb in the back of the finish.",Reserve,90,32.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Lange 2009 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Lange
100045,South Africa,"This Syrah-dominant blend with 12% Grenache, 10% Cabernet Sauvignon, 7% Cinsault and 2% Viognier offers a delicious, fruit-driven core matched with complex spice notes of sweet smoke, cured meat and fresh tobacco leaf. The mouth is silky and smooth with fine-grain tannins and a white pepper-flecked finish. Drink now–2012.",The Chocolate Block,89,40.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Boekenhoutskloof 2008 The Chocolate Block Red (Western Cape),Red Blend,Boekenhoutskloof
100046,South Africa,"A hint of spiced cured meat mixes with the assertive notes of cassis and black plum in the bouquet. The mouth shows more of an herbal character with flavors of licorice, cigar tobacco and pepper that linger through the close. Firmly structured but with a creamy feel and dissipating tannins.",,89,28.0,Wellington,,,Lauren Buzzeo,@laurbuzz,Bosman Family Vineyards 2007 Cabernet Sauvignon (Wellington),Cabernet Sauvignon,Bosman Family Vineyards
100047,Germany,"Toasty and dark-fruited, Huber's 2007 Bombacher Sommerhalde R falls somewhere between the Wildenstein and Malterdinger Bienenberg in style. It's less herbal and more powerful than the former, but not as muscular as the latter. The tannins are still silky, yet there's great intensity, ending on a long, slightly charred note. Drink 2012–2020.",Bombacher Sommerhalde R Trocken,89,59.0,Baden,,,Joe Czerwinski,@JoeCz,Huber 2007 Bombacher Sommerhalde R Trocken Spätburgunder (Baden),Spätburgunder,Huber
100048,Italy,"Tight and aromatically intense, this delivers layers of ripe fruit, prune, black pepper, blackberry jelly and cinnamon. Those beautiful tones are followed by soft, velvety tannins.",Solane,87,16.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,Santi 2010 Solane  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Santi
100049,US,"Drink this charming Merlot now for its soft, sweet richness of fruit. With a touch of smoky oak, it shows cherry, red currant and mocha flavors that are wrapped into polished tannins.",Ranch Reserve,87,30.0,California,Knights Valley,Sonoma,,,Summers 2009 Ranch Reserve Merlot (Knights Valley),Merlot,Summers
100050,US,"Racy and intensely flavored, this is high in acidity and has spectacularly concentrated flavors of apple, peach, citrus and tropical fruit. With no oak at all, the fruit stars—pure and clean. Even though the residual sugar is technically zero, the finish tastes sweet, so pair it with slightly sweet foods, especially Vietnamese, Chinese or Thai.",Paragon Vineyard,87,17.0,California,Edna Valley,Central Coast,,,Tangent 2011 Paragon Vineyard Albariño (Edna Valley),Albariño,Tangent
100051,Italy,"This is not complex or elaborate, nor is it meant to be. In fact, simplicity sums it up. It's fresh and clean, and it will drink nicely with meatloaf or pork chops.",Lucchine,87,14.0,Veneto,Valpolicella Classico,,,,Tedeschi 2011 Lucchine  (Valpolicella Classico),"Corvina, Rondinella, Molinara",Tedeschi
100052,France,"Attractively ripe, this has fruity red-berry flavors along with acidity and soft tannins. This is ready to drink now.",La Forêt,87,17.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Joseph Drouhin 2010 La Forêt  (Bourgogne),Pinot Noir,Joseph Drouhin
100053,US,"Dry and elegant, this has fine berry, currant and cola flavors that turn sweetly attractive on the finish. With its touch of earthiness, this should pair well with mushroom-based meat and poultry dishes.",,87,36.0,California,Napa Valley,Napa,,,Keenan 2009 Merlot (Napa Valley),Merlot,Keenan
100054,Italy,"This is layered and complex, with tones of black cherry, dried apple skin, clove, white pepper and grated ginger. Like most wines from Valpolicella, it offers heat and power but mellow tannins.",,87,18.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,La Dama 2009  Valpolicella Classico Superiore Ripasso,"Corvina, Rondinella, Molinara",La Dama
100055,Italy,"A blend of Merlot and Cabernet Sauvignon, this has bright cherry fruit, with light touches of spice and toasted almond. The simple, but velvety mouthfeel will work with curry chicken or spicy beef.",Brentino,87,18.0,Veneto,Veneto,,,,Maculan 2010 Brentino Red (Veneto),Red Blend,Maculan
100056,Italy,"To add a touch of much-needed freshness and acidity, a small percentage of Barbera is added to this traditional blend of Corvina, Rondinella and Molinara. The quality of fruit is very nice and resembles cherry, cassis and prune.",,87,23.0,Veneto,Valpolicella Superiore Ripasso,,,,Musella 2009  Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Musella
100057,US,"A broodingly dark, oaky Syrah, this has a dash of pepper and intense red fruit. Naggiar continues to make promising Rhone-inspired estate wines from rocky mountain soils.",Estate grown,87,21.0,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,Naggiar 2009 Estate grown Syrah (Sierra Foothills),Syrah,Naggiar
100058,US,"There is a sweet streak running through the fleshy fruit flavors of pear and peach. This is pure Pinot Gris, balanced with high acidity, sweet fruit and slightly bitter flavors of skin and rind.",,87,15.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Airfield Estates 2011 Pinot Gris (Yakima Valley),Pinot Gris,Airfield Estates
100059,Italy,"This has zest, personality and depth, with layers of red fruit, spice, leather, pipe tobacco and dried rosemary emerge that emerge on the bouquet.",Le Poiane,87,17.0,Veneto,Valpolicella Classico Superiore Ripasso,,,,Bolla 2010 Le Poiane  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Bolla
100060,France,"Ripe and full bodied, this is packed with tasty fruits. Notes of pear, apricot and white peach mingle easily together, creating a forward, wine with the right depth of flavor.",Réserve,87,20.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Bouchard Père & Fils 2010 Réserve  (Bourgogne),Chardonnay,Bouchard Père & Fils
100061,Italy,"This opens with bright fruit notes of blueberry and wild cherry, followed by savory touches of exotic spice and green tea. It offers heft and endurance without the chewy thickness found in some Amarone.",Campo Lavei,87,30.0,Veneto,Valpolicella Superiore,,,,Ca' Rugate 2010 Campo Lavei  (Valpolicella Superiore),"Corvina, Rondinella, Molinara",Ca' Rugate
100062,US,"Lightly scented with a Riesling-like petrol note, this pungent, grassy Sauvignon Blanc offers a crisply focused mix of celery, green berry and spring herb.",Lonesome Spring Ranch,87,20.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Tildio 2011 Lonesome Spring Ranch Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Tildio
100063,Italy,"This offers hearty fruit layers of black cherry, prune and plum, followed by notes of spice, leather and cola. It shows power and determination on the finish, with soft, velvety tannins.",Tenuta Valleselle Rovertondo,87,,Veneto,Valpolicella Superiore Ripasso,,,,Tinazzi 2009 Tenuta Valleselle Rovertondo  (Valpolicella Superiore Ripasso),"Corvina, Rondinella, Molinara",Tinazzi
100064,Argentina,"Bright and bold to the eye, this has generous, powerful berry aromas that come with a note of spice. It feels stacked and only slightly tangy, with black fruit and some of Syrah's more textbook flavors of leather and animal. It holds form on the finish.",Oak Cask,87,10.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Trapiche 2011 Oak Cask Syrah (Mendoza),Syrah,Trapiche
100065,US,"Made from the folks behind Tangent, this blend of Grenache Blanc and Albariño is rich in orange, white flower and roasted almond flavors, brightened by zesty Edna Valley acidity. The oak brings a smoky creaminess and also some caramelized sweetness.",Blanco,87,20.0,California,Edna Valley,Central Coast,,,Trenza 2010 Blanco White (Edna Valley),White Blend,Trenza
100066,Italy,"Lean and streamlined, this has bright aromas of dried rosemary, currant, cassis and spice. There's isn't too much pulpy fruit or extraction, but the acidity is refreshening and bright.",Paverno,87,35.0,Veneto,Amarone della Valpolicella Classico,,,,Vaona 2009 Paverno  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",Vaona
100067,France,"Soft and rounded, this is a ripe, full-bodied wine. It has pear and peach fruits, laced with lime-like acidity and notes of almond and yeast. With its bright, crisp finish, it's a wine to age over the next two years.",Buissonnier,87,21.0,Burgundy,Montagny,,Roger Voss,@vossroger,Vignerons de Buxy 2010 Buissonnier  (Montagny),Chardonnay,Vignerons de Buxy
100068,France,"From the Vincent family of Château de Fuissé, this is a ripe wine, with its green plum and nectarine fruits giving it roundness. At the same time, there is a bright, attractive edge of crispness, with a citrusy finish.",Marie-Antoinette,87,25.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Vincent 2010 Marie-Antoinette  (Pouilly-Fuissé),Chardonnay,Vincent
100069,US,"Showing red cherry, cola and spice flavors, this is very dry and silky, like a Russian River Pinot Noir should be. It's elegant, feeling smooth and clean on the palate. Drink now.",Clone 777,87,35.0,California,Russian River Valley,Sonoma,,,Windsor Oaks 2007 Clone 777 Pinot Noir (Russian River Valley),Pinot Noir,Windsor Oaks
100070,South Africa,"There's great vibrancy on the nose of this wine, with bright scents of ripe nectarine and pineapple core, framed by a floral accent reminiscent of rose water. The mouthfeel is light and accessible, with yellow apple and lime rind flavors. Drink now.",Unoaked,87,12.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Winery of Good Hope 2011 Unoaked Chardonnay (Stellenbosch),Chardonnay,Winery of Good Hope
100071,South Africa,"Notes of forest floor and menthol leaves add depth to the jammy core of boysenberry and blueberry fruits. It's solidly structured, with approachable tannins and medium acidity. A touch of cocoa stays through the medium-length finish. Drink now.",,87,13.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,Porcupine Ridge 2010 Syrah (Coastal Region),Syrah,Porcupine Ridge
100072,South Africa,"Dark and lush, this has notes of forest berry and plum flesh. The mouthfeel is round and slightly creamy, with dense blackberry and raspberry flavors, and a finish that's dusted with pepper and cocoa powder accents. Drink now.",,87,15.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Guardian Peak 2010 Shiraz (Western Cape),Shiraz,Guardian Peak
100073,US,"This 100% Cabernet is very dry, with hard tannins housing blackberry, plum, raisin and cedar flavors. It could develop bottle complexity over the years, but at this price, it's an expensive risk.",C.C. Ranch,87,100.0,California,Rutherford,Napa,,,Nickel & Nickel 2009 C.C. Ranch Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Nickel & Nickel
