id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
65010,South Africa,"Fresh but earthy aromas of apple, fig and pepper give this intriguing wine extra draw. On the palate, a robust herbal character backed by an appealing slatey spin and balanced acids offer elegance and personality. Ends with a clean, lingering finish.",,88,17.0,Durbanville,,,Susan Kostrzewa,@suskostrzewa,De Grendel 2008 Sauvignon Blanc (Durbanville),Sauvignon Blanc,De Grendel
65011,US,"Very dry, acidic and minerally, this is not one of those lush, decadent Chardonnays. It shows controlled flavors of citrus fruits, pears, wet stones and spices. The malolactic fermentation was prevented, giving it tangy acidity. Give it a try with shellfish and roast salmon.",Old Vine,88,35.0,California,Napa Valley,Napa,,,De Sante 2007 Old Vine Chardonnay (Napa Valley),Chardonnay,De Sante
65012,Germany,"This is different in style from the kabinett bottling, being less fragrant and charming yet broader and more powerful. It's minerally right up front, like smoky quartz, then plump and slightly creamy on the midpalate before ending in a dusting of crushed stones.",Buntsandstein Weisser Burgunder Spätlese Trocken,88,33.0,Pfalz,,,Joe Czerwinski,@JoeCz,Dr. Wehrheim 2007 Buntsandstein Weisser Burgunder Spätlese Trocken Pinot Blanc (Pfalz),Pinot Blanc,Dr. Wehrheim
65013,Italy,"The wine opens with big cherry notes backed by plump fruit and blueberry. Still young and in need of more time to evolve, the wine shows good potential thanks to the quality and concentration of the fruit. In the mouth, it has good structure and drying tannins.",,88,,Tuscany,Vino Nobile di Montepulciano,,,,Il Conventino 2006  Vino Nobile di Montepulciano,Prugnolo Gentile,Il Conventino
65014,Australia,"This wine provides plenty of drinking pleasure for a moderate tariff. Smoke, toast and vanilla aromas speak to barrel fermentation and aging, while the apple, pear, pineapple and citrus flavors show off top-notch fruit. It's all put together in a balanced, medium-weight package that finishes clean and fresh.",,88,20.0,Australia Other,Australia,,Joe Czerwinski,@JoeCz,Innocent Bystander 2007 Chardonnay (Australia),Chardonnay,Innocent Bystander
65015,Germany,"At only 7% alcohol, this packs plenty of residual sugar, but it's well balanced by crisp lime notes. Strident—almost crystalline—green apple and lime flavors dominate. There's tons of refreshing fruit in this wine, not as much minerality.",Kabinett,88,20.0,Pfalz,,,Joe Czerwinski,@JoeCz,Knipser 2006 Kabinett Riesling (Pfalz),Riesling,Knipser
65016,Italy,"Clove, allspice and moist earth emerge first on the nose and are followed by blackberry and dried black fruit. There's a mature note behind all the dense concentration and the wine end with a blast of black cherry and lasting spice.",,88,,Tuscany,Vino Nobile di Montepulciano,,,,Nottola 2006  Vino Nobile di Montepulciano,Prugnolo Gentile,Nottola
65017,South Africa,"A bright, minerally nose and clean, elegant flavors give this wine from cool-climate Elgin a sophisticated edge. Though the wine has a refined character, there's still an abundance of rich tropical fruit and citrus flavors. The finish is refreshing and subtle.",,88,14.0,Elgin,,,Susan Kostrzewa,@suskostrzewa,Paul Cluver 2007 Sauvignon Blanc (Elgin),Sauvignon Blanc,Paul Cluver
65018,Italy,"Initial traces of smoky sulfur need to blow off and once they do this Brunello freely exhibits tones of blackberry, prunes and smoked bacon. The wine is a tad gritty and astringent in the mouth, so give it five more years of aging to soften those tannins.",,88,,Tuscany,Brunello di Montalcino,,,,Poggio San Polo 2004  Brunello di Montalcino,Sangiovese Grosso,Poggio San Polo
65019,Italy,"This Brunello is definitely on the ripe side with meaty aromas of smoked bacon, bresaola, Indian spice, smoke and crushed black pepper. Fruit notes are few and far between and include dried currants and prunes. Despite the wine's chewy boldness, it does offer a much needed blast of tonic freshness on the finish.",,88,,Tuscany,Brunello di Montalcino,,,,Ridolfi 2004  Brunello di Montalcino,Sangiovese Grosso,Ridolfi
65020,US,"Tasted in Feb., 2009, this Cab still showed a lot of fresh, piquant primary fruit character. The jammy cherries and blackberries are brightened with crisp, citrusy acidity. Clean and balanced, but a bit rude now. Needs a couple years to knit together.",,88,60.0,California,Rutherford,Napa,,,Slaughterhouse Cellars 2006 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Slaughterhouse Cellars
65021,Italy,"This is an oak-driven Brunello that imparts woodshop aromas of spice, toast, mesquite and vanilla. The wine offers loads of intensity in the mouth and gains momentum thanks to its thick, warming texture. Drink it after 2012 to allow time for those oak aromas to mellow.",Ugolforte,88,65.0,Tuscany,Brunello di Montalcino,,,,Tenuta San Giorgio 2004 Ugolforte  (Brunello di Montalcino),Sangiovese Grosso,Tenuta San Giorgio
65022,South Africa,"Bright, fresh fruit mingled with a spicy toast give this wine a joyous but serious edge. Fresh but complex, with ripe fruit and spicy flavors and a lingering finish. Pair with richer seafood dishes, poultry.",Sutherland,88,20.0,Elgin,,,Susan Kostrzewa,@suskostrzewa,Thelema 2007 Sutherland Chardonnay (Elgin),Chardonnay,Thelema
65023,Germany,"Light, delicate and dry, this shows Ernie Loosen's Mosel touch. Lime, peach and melon notes add airy nuances over the underlying briny minerality of the Pfalz. Finishes long and slightly peppery-spicy.",Trocken,88,12.0,Pfalz,,,Joe Czerwinski,@JoeCz,Villa Wolf 2007 Trocken Riesling (Pfalz),Riesling,Villa Wolf
65024,South Africa,"This wine has a fresh, spicy green character on the nose: green pepper, mint, plum, cherry. Dark fruit flavors mingled with mint and smoke offer complexity on the palate. The wine is assertive but pretty. Pair with tangy grilled meats or stew.",Old Bush Vines,88,21.0,Stellenbosch,,,Susan Kostrzewa,@suskostrzewa,Warwick 2006 Old Bush Vines Pinotage (Stellenbosch),Pinotage,Warwick
65025,US,"Juicy, bright, loaded with young, grapey, berry flavors. Bright and polished, with a Grenache-like character, though it is 100% varietal.",Summit Reserve,88,10.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Washington Hills 2007 Summit Reserve Merlot (Columbia Valley (WA)),Merlot,Washington Hills
65026,US,"A nice, drily crisp Sauvignon Blanc that needs food to show it off. It's tart now, with Meyer lemon and pink grapefruit flavors and a steely, minerally undertow. Feels elegant and clean. Nice with bruschetta topped with grilled veggies and goat cheese.",,88,26.0,California,Napa Valley,Napa,,,Envy 2007 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Envy
65027,Germany,"A bit confected and rather sweet-tasting for a kabinett (38 g/l residual sugar), but there's no denying the prettiness of the fruit. Green apples are joined and rounded out by melon notes and finish on a drier, minerally note of crushed stone.",Forster Mariengarten Kabinett,88,20.0,Pfalz,,,Joe Czerwinski,@JoeCz,Eugen Müller 2007 Forster Mariengarten Kabinett Riesling (Pfalz),Riesling,Eugen Müller
65028,Italy,"Ferrero has the heft and consistency to contend with other top Brunellos and the velvety-soft quality of its mouthfeel is extraordinary. The nose was less convincing, however, with heavy tones of old wood, cedar and liquid smoke.",,88,45.0,Tuscany,Brunello di Montalcino,,,,Ferrero 2004  Brunello di Montalcino,Sangiovese Grosso,Ferrero
65029,South Africa,"This exemplary Chenin starts with aromas of peach, pineapple and vanilla, rolling into juicy flavors of melon, honey and rich fruit. Balanced and with a slightly creamy mouthfeel, the wine is elegant but approachable enough for every day. Pair with salad, seafood. Imported by GBW, LLC.",Gamekeeper's Reserve,88,16.0,Stellenbosch,,,Susan Kostrzewa,@suskostrzewa,Graham Beck 2008 Gamekeeper's Reserve Chenin Blanc (Stellenbosch),Chenin Blanc,Graham Beck
65030,South Africa,"This solid Merlot begins with savory aromas of cloves, black cherry, and smoke, leading into like flavors in a structured, spirited package. The wine could continue to age, but makes for a good sip now. Pair with smoked meats, roasted duck.",,87,13.0,Paarl,,,Susan Kostrzewa,@suskostrzewa,Backsberg 2005 Merlot (Paarl),Merlot,Backsberg
65031,South Africa,"This wine starts with a combination of white flowers, spice, tropical fruit and green notes, with dry, crisp flavors of citrus and mineral on the palate. A good wine for fans of more angular whites, the wine will pair well with spicy Asian cuisine, grilled spicy fish or chicken.",Beyond,87,12.0,Coastal Region,,,Susan Kostrzewa,@suskostrzewa,Buitenverwachting 2008 Beyond Sauvignon Blanc (Coastal Region),Sauvignon Blanc,Buitenverwachting
65032,South Africa,"This wine offers assertive aromas of plum, mint and cherry, and on the palate, easygoing red berry and vanilla flavors. Tannins are smooth and the mouthfeel velvety. A friendly, tasty red with class. Pair with stew, grilled lamb, robust cheeses.",,87,29.0,Cederberg,,,Susan Kostrzewa,@suskostrzewa,Cederberg 2006 Cabernet Sauvignon (Cederberg),Cabernet Sauvignon,Cederberg
65033,France,"Under the ownership of American Stephen Adams, this estate is showing promise. The wine is finely structured, a smoky bacon element mingling well with fresh red plum and firm tannins. The core is dry, solid, showing wood, finishing with vivid minerality and acidity.",,87,17.0,Bordeaux,Premieres Côtes de Bordeaux,,Roger Voss,@vossroger,Château Lagarosse 2006  Premieres Côtes de Bordeaux,Bordeaux-style Red Blend,Château Lagarosse
65034,Italy,"There's a lemon sodalike quality to this wine that is reinforced by its citrus flavors and mouth-cleansing acidity. It delivers a tonic, crisp mouthfeel with good creamy density and silky sweetness on the finish.",Vigna del Paradiso Extra Dry,86,21.0,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Montesel Renzo NV Vigna del Paradiso Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Montesel Renzo
65035,US,"The vineyard is located between St. Helena and Calistoga, and the blend is just about 50-50 of the two Bordeaux varieties. It's a ripe, fruity, jammy wine with some sharpness in the finish.",Blair Vineyard,86,48.0,California,Napa Valley,Napa,,,S. P. Drummer 2003 Blair Vineyard Cabernet Sauvignon-Cabernet Franc (Napa Valley),Cabernet Sauvignon-Cabernet Franc,S. P. Drummer
65036,Spain,"Baked apple and spice aromas form a recognizable bouquet, while the palate oozes with grapefruit and tart apple flavors. This is zesty, clean, a little bit lean and fresh. It doesn't offer much in the way of range or complexity, but it's more than serviceable at the price point. Imported by Freixenet USA.",Brut Reserva,86,10.0,Catalonia,Cava,,Michael Schachner,@wineschach,Segura Viudas NV Brut Reserva Sparkling (Cava),Sparkling Blend,Segura Viudas
65037,US,"Patz & Hall has captured the cool-climate essence of southern Sonoma Chard with this dry, crisply acidic, and vibrantly fruity young wine. Might have benefitted from less new oak though, because the caramel and toast seem a little excessive.",Dutton Ranch,86,39.0,California,Russian River Valley,Sonoma,,,Patz & Hall 2005 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,Patz & Hall
65038,US,"Made from Pinot Noir, this is a dry, crisp young blush wine of some real interest and complexity. It has flavors of unsweetened orange pekoe tea, tangerine zest and vanilla, with a scour of dusty tannins.",Chiaretto,86,18.0,California,Arroyo Grande Valley,Central Coast,,,Perbacco Cellars 2006 Chiaretto Rosé (Arroyo Grande Valley),Rosé,Perbacco Cellars
65039,US,"Another new Rosenblum release and as usual, there is a sweet, sugary edge to the cherries, blackberries and chocolate, although very high acidity helps keep the mouthfeel lively. The official alcohol is 14.8%, but there is something ruby Porty going on.",Maggie's Reserve,86,45.0,California,Sonoma Valley,Sonoma,,,Rosenblum 2005 Maggie's Reserve Zinfandel (Sonoma Valley),Zinfandel,Rosenblum
65040,US,"The winery seems to be calling this Shiraz, not Syrah, because of the wine's direct simplicity, in the Aussie style. It's a soft, fruity wine, bigtime in cherries and blackberries, made to be immediately drinkable.",,86,28.0,California,Alexander Valley,Sonoma,,,Wattle Creek 2003 Shiraz (Alexander Valley),Shiraz,Wattle Creek
65041,US,"Velvety-smooth in texture, with well-articulated blackberry jam, cherry, cassis and melted dark chocolate flavors, this Zin is a little too dessert-like and Porty for my palate. But lots of people will love this richly superripe style.",Westwind,86,24.0,California,Lodi,Central Valley,,,Jessie's Grove 2004 Westwind Zinfandel (Lodi),Zinfandel,Jessie's Grove
65042,Spain,"A perennial Best Buy among cavas. The Segura Viudas Extra Dry is a light, easy taste of lemon-lime and sweet apples. It finishes just crisp enough and with some juiciness. Not overly sugary, although it is pretty sweet. Imported by Freixenet USA.",Extra Dry,86,10.0,Catalonia,Cava,,Michael Schachner,@wineschach,Segura Viudas NV Extra Dry Sparkling (Cava),Sparkling Blend,Segura Viudas
65043,US,"This is a vineyard selection from the winery's estate, and it's a nicely drinkable Sauvignon Blanc, showing how well the variety does in Lake County. Fresh and juicy, the pineapple and fig flavors finish with a honeyed richness.",Lillie,86,25.0,California,Lake County,,,,Langtry 2006 Lillie Sauvignon Blanc (Lake County),Sauvignon Blanc,Langtry
65044,Italy,"Attractive creamy foam and bubbles set the stage, followed by pungent herbal intensity that definitely sets this Prosecco apart from the rest. Background notes include stone fruit, white flowers and dusty mineral. This is a laidback sparkler with a creamy, less-acidic mouthfeel.",Brut,86,16.0,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Col Vetoraz Spumanti NV Brut  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Col Vetoraz Spumanti
65045,US,"From grapes in the Russian River and Dry Creek valleys, this Zin, which has a fine, complex tannic structure, shows a raisiny, sweet edge that was a result of the searing vintage. Overripe fruit gives a taste of sugared blackberry juice.",,86,34.0,California,Sonoma County,Sonoma,,,Falcor 2004 Zinfandel (Sonoma County),Zinfandel,Falcor
65046,Portugal,"The aromas are the thing here, as so often with Touriga Nacional, keeping the soft tannins and ripe, sweet fruit buoyant and lively. There is acidity, but there's more, maybe too much, of blackberry jam flavor.",,86,19.0,Alentejano,,,Roger Voss,@vossroger,Herdade do Esporão 2004 Touriga Nacional (Alentejano),Touriga Nacional,Herdade do Esporão
65047,Italy,"This opens with a golden hue and pretty perlage followed by fragrant aromas of lime, lemon zest, pear and green apple. There's a simple, genuine feel to it that is reinforced by the wine's lean, crisp finish.",Extra Dry,86,15.0,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Toffoli NV Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Toffoli
65048,Spain,"This catchy named, three-grape blend is a nice wine that's sinewy and leathery; overall it ranks as a natural and controlled reflection of Jumilla. The nose is forward and fiery, while the palate has berry-driven ripeness and plenty of oak. Better with food; the tannins are kind of scratchy with nothing to absorb them.",Shiraz - Cabernet - Monastrell,86,10.0,Levante,Jumilla,,Michael Schachner,@wineschach,Mad Dogs & Englishmen 2005 Shiraz - Cabernet - Monastrell Red (Jumilla),Red Blend,Mad Dogs & Englishmen
65049,France,"Superripe Grenache gives this fortified dessert wine (16% alcohol) distinctly chocolaty overtones, but there's also an overripe note of prunes. Despite that, it doesn't pack the alcoholic punch or massive weight of Port, making it relatively easy to drink, with an affinity for chocolate desserts.",Rimage,86,26.0,Languedoc-Roussillon,Banyuls,,Joe Czerwinski,@JoeCz,Les Clos de Paulilles 2005 Rimage  (Banyuls),Grenache,Les Clos de Paulilles
65050,France,"Almonds and a strongly yeasty element are the main characters of this sparkling wine. It's full, but the fruit still has a texture to it, leaving good acidity to finish. Good value, enjoyable wine.",Brut,86,10.0,France Other,Vin Mousseux,,Roger Voss,@vossroger,Marquis de la Tour NV Brut White (Vin Mousseux),White Blend,Marquis de la Tour
65051,Portugal,"Superripe, with sweet black fruit, and ripe, soft tannins. The structure is here, but the acidity seems to have missed out with such richly ripe black fig flavors.",,86,26.0,Alentejano,,,Roger Voss,@vossroger,Quinta do Carmo 2003 Red (Alentejano),Portuguese Red,Quinta do Carmo
65052,Italy,"By its saturated, golden shine, you can tell that is a bolder, bigger Prosecco style and aromas of orange blossom, lemon candy and white stone reinforce that impression. Also a notch up in terms of concentration, the wine's mouthfeel is creamy and quite sweet for a Brut.",Brut,86,15.0,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Toffoli NV Brut  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Toffoli
65053,US,"Off by a few beats from the '02, the '03 shows red currant, plumped raisin and green mint jelly notes. The flavors are good, but the wine, which is soft in structure, is not an ager.",Vineyard Select,86,75.0,California,Napa Valley,Napa,,,Juslyn Vineyards 2003 Vineyard Select Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Juslyn Vineyards
65054,Germany,"This light, fresh-tasting sparkler tastes something like a still Riesling from the Mosel, with zesty lime and lemon zest flavors enlivened by bubbles and a bit of underlying minerality. Imported by Chapin Cellars, LLC.",Erbes Riesling Trocken Sekt,86,29.0,Mosel-Saar-Ruwer,,,Joe Czerwinski,@JoeCz,Karl Erbes 2005 Erbes Riesling Trocken Sekt Riesling (Mosel-Saar-Ruwer),Riesling,Karl Erbes
65055,Spain,"There's a bit of bramble, hard spice and forest fire smoke on the nose, but the palate is largely fresh, with red-fruit flavors such as plum and wild raspberry. The wine is ripe, a bit sweet and solid on the finish. Imported by Altuve Foods and Beverage.",Chantal Brut Rosé,86,19.0,Catalonia,Cava,,Michael Schachner,@wineschach,Vallformosa NV Chantal Brut Rosé Sparkling (Cava),Sparkling Blend,Vallformosa
65056,Chile,"Leathery plum and berry aromas are also jammy and floral on this full and round wine. Roasted berry flavors come with a bacon-like note, delivering similar flavors on the finish.",Bicicleta,86,12.0,Central Valley,,,Michael Schachner,@wineschach,Cono Sur 2015 Bicicleta Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,Cono Sur
65057,France,"This crisp wine brings out good flavor depth from the cherry and red-berry fruits. It is concentrated for a simple Beaujolais, ripe and fruity, Drink now.",Vieilles Vignes,86,16.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine de la Prébende 2014 Vieilles Vignes  (Beaujolais),Gamay,Domaine de la Prébende
65058,US,"Layers of toast, char and dill abound on this oak-driven, full-bodied Chardonnay. There are glimpses of fresh apple and lemon on the palate as well, but they peek through a bit shyly behind a curtain. Further cellaring may help to integrate the oak.",Reserve,86,25.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Dr. Konstantin Frank 2013 Reserve Chardonnay (Finger Lakes),Chardonnay,Dr. Konstantin Frank
65059,US,"Electric pink in color, this brings wild strawberry, cherry, watermelon and spice aromas. The palate is broad and heavy, lacking lift.",Blondie Rosé of,86,20.0,Washington,Rattlesnake Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Finn Hill 2016 Blondie Rosé of Sangiovese (Rattlesnake Hills),Sangiovese,Finn Hill
65060,Chile,"Cantaloupe aromas lead to a fresh palate with snap. Nectarine and tangerine flavors run lean and clean on their way to a juicy, no-nonsense finish.",Boya,86,15.0,Leyda Valley,,,Michael Schachner,@wineschach,Garces Silva 2016 Boya Rosé (Leyda Valley),Rosé,Garces Silva
65061,US,"This big soft wine smells and tastes a little sweet, as an aroma like maple syrup leads to flavors of blackberry jam, cinnamon and butter.",,86,11.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Gen5 2015 Merlot (Clarksburg),Merlot,Gen5
65062,US,"This wine shows a ton of oak influence, from the smoky charred aromas to the sweet-seeming maple syrup flavors to the velvety clinging texture. It is medium bodied, lush in mouthfeel and high in spice content that dominates the fruit flavors underneath.",,86,12.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Ironstone 2015 Merlot (Lodi),Merlot,Ironstone
65063,US,"Rusty pink in color, this bottling shows somewhat sour aromas of red plum, turned earth, orange rind and tart raspberry. The palate offers dried cherry and more soil, but is missing the texture and acidity of many modern rosés.",Rosé of,86,32.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,JCR 2016 Rosé of Pinot Noir (Santa Barbara County),Pinot Noir,JCR
65064,France,There is an attractive orange-zest tang to this rounded wine. It brings out ripe yellow fruits that have acidity to add to the mineral texture of this balanced wine. It is ready to drink.,Collection,86,30.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,L. Tramier & Fils 2015 Collection  (Saint-Véran),Chardonnay,L. Tramier & Fils
65065,France,"This is a soft wine, ripe with apricot and melon flavors. It shows the warmth of the vintage, round and gently fruity. Almonds and a tangy aftertaste give a crisp finish.",Laurent Dufouleur Cuvée Eléonore,86,30.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,L. Tramier & Fils 2015 Laurent Dufouleur Cuvée Eléonore  (Bourgogne),Chardonnay,L. Tramier & Fils
65066,Italy,"This has dill, minestrone soup, toast and chopped celery aromas. The lean, assertive palate shows oak, raw red fruit and a green note of powdered sage. Grainy tannins leave an astringent finish.",Starderi,86,130.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,La Spinetta 2014 Starderi  (Barbaresco),Nebbiolo,La Spinetta
65067,France,"This wine is bright and fruity at first, with ripe and juicy black-fruit tones that dominate the nose. Hints of banana cream and vanilla sauce lend an overwhelming richness to the plush, medium-weight palate, finishing with loads of sweet spice.",1620,86,13.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Lorgeril 2016 1620 Cabernet Franc (Pays d'Oc),Cabernet Franc,Lorgeril
65068,France,"There's a slight mealy presence to this wine, with warm aromas of muddled plum and cherry. Hints of black tea and plum skin lend some texture and astringency to the palate, coupled with soft tannins and an overall light, approachable character. Drink now.",Château de Pennautier,86,14.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Lorgeril 2016 Château de Pennautier Syrah-Viognier (Pays d'Oc),Syrah-Viognier,Lorgeril
65069,US,"This medium-bodied wine is like a liquid fruit bowl, pouring out apple, melon, peach and banana flavors that taste almost sweet. It has a broad mouthfilling texture, a rather soft balance and a lingering fruity finish.",Mama Mia Estate Grown,86,24.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Naggiar 2016 Mama Mia Estate Grown White (Sierra Foothills),White Blend,Naggiar
65070,Spain,Dry apple and pine-needle aromas are punchy on this blend of 80% Grenache Blanc and 20% Macabeo. An uneventful palate is fresh but simple. This wine tastes mostly of bitter grape skins and almond skins. Modest apple and grapefruit notes show on the finish.,Bruberry Blanc,86,27.0,Catalonia,Montsant,,Michael Schachner,@wineschach,Portal del Montsant 2015 Bruberry Blanc White (Montsant),White Blend,Portal del Montsant
65071,US,"Incorporating 30% of the variety in Musqué clone, this wine offers fresh flavors of green apple, grass and pea shoots, as well as a distinct notion of oak. Aged in both new and neutral Acacia, as well as stainless, it has a spicy quality akin to lemongrass that lingers on the finish.",Lizzy's Vineyard,86,32.0,California,Oakville,Napa,Virginie Boone,@vboone,Tamber Bey 2016 Lizzy's Vineyard Sauvignon Blanc (Oakville),Sauvignon Blanc,Tamber Bey
65072,Italy,"This opens with camphor and coconut aromas and a whiff of exotic spice. The assertive palate shows dried cherry and clove flavors alongside grainy, drying tannins.",Cichin Riserva,86,,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Ada Nada 2012 Cichin Riserva  (Barbaresco),Nebbiolo,Ada Nada
65073,Italy,"Restrained at first on the nose, this wine eventually reveals black fruit, cooking spice and underbrush aromas. The simple palate offers dried blackberry and tobacco hints while smooth tannins provide easygoing support. Drink soon.",Castelvero Alasia,86,11.0,Piedmont,Barbera d'Asti Superiore,,Kerin O’Keefe,@kerinokeefe,Araldica 2015 Castelvero Alasia  (Barbera d'Asti Superiore),Barbera,Araldica
65074,Spain,"Foxy, floral berry and plum aromas include notes of green herbs. A palate with big, rubbery tannins and herbal flavors of spiced berry fruits and cinnamon finishes with abrasive, drying tannins. This blend holds Garnacha Tintorera, Bobal and Tempranillo.",Rebel.lia,86,15.0,Levante,Utiel-Requena,,Michael Schachner,@wineschach,Bodegas Vegalfaro 2016 Rebel.lia Red (Utiel-Requena),Red Blend,Bodegas Vegalfaro
65075,US,"Pungent notes of cocoa, herb, medicine cabinet, vanilla and cherry liqueur mark this wine's nose. The palate is full bodied with firm, dry tannins and dried out fruit flavors.",,86,13.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Bonair 2014 Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Bonair
65076,France,"There are pretty white-flower aromas that grace the bouquet of this wine, with a supporting core of pink apple, peach and ripe honeydew. Despite its light weight, there's a pleasant roundness to the midpalate, with lasting fruit impressions on the close.",Villa Blanche,86,15.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Calmel & Joseph 2016 Villa Blanche Chardonnay (Pays d'Oc),Chardonnay,Calmel & Joseph
65077,US,"This wine is reduced out of the gate but opens into kiwi, pineapple and herb aromas. It's light to medium bodied on the palate and needs more concentration and acidity to feel complete.",The Expedition,86,16.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Canoe Ridge 2016 The Expedition Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Canoe Ridge
