id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
15010,US,"Fresh-roasted coffee notes emerge on the nose of this thick, concentrated mountain wine, with a dark dose of toasty oak. Extracted flavors of black, smoky fruit give it heft and full-bodied richness.",,91,80.0,California,Mount Veeder,Napa,Virginie Boone,@vboone,VGS Chateau Potelle 2015 Syrah (Mount Veeder),Syrah,VGS Chateau Potelle
15011,France,"Crisp, mineral and tight, this is still a young bottling. It is dry, full of citrus-fruit flavors and with a fine burst of acidity that cuts through the wine. Let this delicious wine settle for a few more months to add more fruit to the texture. Drink from late 2018.",Blanc de Blancs Brut,91,40.0,Champagne,Champagne,,Roger Voss,@vossroger,Vollereaux NV Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Vollereaux
15012,Argentina,"Dry, earthy plum, cherry, tomato and leather aromas are fresh but also a touch hard and harsh. This cement-egg-fermented Cab Franc features a medium body and cutting acidity. Raw red-plum and red-berry flavors finish tight, crisp and short. Drink this juicy, monoline red through 2020.",Eggo Franco,91,30.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Zorzal 2015 Eggo Franco Cabernet Franc (Tupungato),Cabernet Franc,Zorzal
15013,US,"This very fresh and lively wine shows tart black currant, black plum and candied black cherry aromas, as well as elegant hints of lilac and potpourri. That purple flower note fuels the palate, with more lilac and lavender, and the structure is quite firm for its relatively light weight.",Estate,91,36.0,California,North Coast,,Matt Kettmann,@mattkettmann,Midnight 2014 Estate Merlot,Merlot,Midnight
15014,US,"This especially ripe and deep style of Barbera grown at the Miraflores property looks quite dark, smells like dried fruit and tastes rich and full-bodied. It has admirable concentration, a smooth and layered texture and good length on the finish.",Estate,91,30.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Miraflores 2014 Estate Barbera (El Dorado),Barbera,Miraflores
15015,US,"Bright and fruity, this blend of Grenache, Cinsault, Counoise and Syrah shows strawberry, pomegranate, hibiscus, rose, sumac and fennel scents on the nose. A fennel element plays on the palate as well, alongside cranberry, raspberry and turned earth flavors.",Bright Red Wine,91,27.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Municipal Winemakers 2014 Bright Red Wine Red (Santa Barbara County),Rhône-style Red Blend,Municipal Winemakers
15016,Spain,"An opaque black color and gritty aromas of toast and tar announce a dense, saturated, warm-vintage Garnacha Tintorera that's pumping with herbal blackberry notes. A pinching, tannic finish is a bit abrasive, while this tastes of peppery black fruits, while the savory, oaky finish with stewed, gamy notes is intense. Drink through 2020.",La Prohibición,91,45.0,Northern Spain,Vino de la Tierra de Castilla y León,,Michael Schachner,@wineschach,Pittacum 2012 La Prohibición Garnacha Tintorera (Vino de la Tierra de Castilla y León),Garnacha Tintorera,Pittacum
15017,Germany,"Luscious green plum and white grapefruit flavors mark this taut, steely off-dry Riesling. While light in body, it's creamy in texture, filling the mouth with juicy fruit flavors off set by zesty, lime-inflected acidity. The finish is long and persistent.",Schlossberg,91,38.0,Mosel,,,Anna Lee C. Iijima,,Richard Böcking 2015 Schlossberg Riesling (Mosel),Riesling,Richard Böcking
15018,US,"The vineyard is in the Chehalem Mountains AVA, and here it yields an aromatic wine, with inviting suggestions of buttery cherry pie. It also offers blueberries, a touch of light herb and a deliciously smooth mouthfeel.",Hawks View Vineyard,91,50.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Siduri 2015 Hawks View Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Siduri
15019,Austria,"An almost exotic tinge of guava and lime plays on the nose. The palate majors on expressive, aromatic notes of lemon and green orange peel, supported by a fine, frothy mousse and dollop of stone-fruit richness. Made from Riesling grown in the coolest part of the Wachau, this wine is unusual but utterly moreish with a fruity but dry finish.",Spitzer Graben Brut,91,25.0,Österreichischer Sekt,,,Anne Krebiehl MW,@AnneInVino,Szigeti 2014 Spitzer Graben Brut Riesling (Österreichischer Sekt),Riesling,Szigeti
15020,US,"Made entirely from Dijon clones to emphasize the fruit from this site, this wine is voluptuous in style, with a backbone of caramelized apple and pear flavor. Fig and quince contribute secondary characteristics of rounded richness, as a bite of salty lime marks the finish.",Deux Chevaux,91,55.0,California,Yountville,Napa,Virginie Boone,@vboone,Tamber Bey 2015 Deux Chevaux Chardonnay (Yountville),Chardonnay,Tamber Bey
15021,US,"Black pepper scents meet very ripe berry and cherry aromas in this full-bodied, flavorful wine. It has broad texture, moderate tannins and acidity, and lots of concentration. Saturated with fruit, its ripness keeps unfolding on the finish.",DTR Ranch,91,40.0,California,Fiddletown,Sierra Foothills,Jim Gordon,@gordone_cellars,Terre Rouge 2014 DTR Ranch Syrah (Fiddletown),Syrah,Terre Rouge
15022,US,"Well-polished and well-structured, this deep-colored, full-bodied wine blends ripe blackberry and black cherry notes with sophisticated oak nuances reminiscent of cardamom, cinnamon and wood smoke. The texture is firmly tannic and nicely supports the unusually generous fruit flavors.",,91,30.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Terre Rouge 2014 Mourvèdre (Sierra Foothills),Mourvèdre,Terre Rouge
15023,France,"This finely balanced wine is both crisp and fruity. Zingy acidity and lemon crispness are contrasted by riper apple and pear fruitiness. On the drier side of Brut and with lively mousse, this is a great wine for an apéritif.",Brut,91,40.0,Champagne,Champagne,,Roger Voss,@vossroger,Thiénot NV Brut  (Champagne),Champagne Blend,Thiénot
15024,Germany,"Zestier and more herbaceous than Thörle's other Spätburgunder bottlings, this bristling red offers loads of cool, crisp black cherry and cranberry flavors. Hints of smoked nut and mint lend depth to the mid palate, augmented by fine-grained, persistent tannins. It's a penetrating wine that still needs time but should improve through 2025.",Im Holzfass Gereift Unfiltriert Trocken,91,29.0,Rheinhessen,,,Anna Lee C. Iijima,,Thörle 2015 Im Holzfass Gereift Unfiltriert Trocken Spätburgunder (Rheinhessen),Spätburgunder,Thörle
15025,Germany,"Fresh citrus and pear flavors are highlighted by racy streaks of lime and tart pineapple in this unusually zippy Grauburgunder, or Pinot Gris. It's light in body yet creamy in texture with a long, lingering finish marked by crushed stones and salty minerality.",Trocken,91,22.0,Rheinhessen,,,Anna Lee C. Iijima,,Thörle 2016 Trocken Grauburgunder (Rheinhessen),Grauburgunder,Thörle
15026,US,"Couldn't get any riper, with an explosion of blackberries, cherries, currants, plums, and cola, not to mention plenty of toasty, caramelized oak. Trades complexity and subtlety for sheer power. It's mostly Merlot, with a splash of Syrah, Petit Verdot and Cabernet Franc.",The Puzzle,88,80.0,California,Spring Mountain District,Napa,,,Newton 2008 The Puzzle Red (Spring Mountain District),Red Blend,Newton
15027,Portugal,Flavors of ripe pear and lime juice make this wine both full in the mouth and crisp. There is an apple skin-like texture to this wine that is ready to drink.,Terra a Terra Branco Reserva,88,19.0,Douro,,,Roger Voss,@vossroger,Quanta Terra 2010 Terra a Terra Branco Reserva White (Douro),Portuguese White,Quanta Terra
15028,Portugal,"Extreme juiciness gives this wine an exotic character. It has ripe red-berry fruit, a hint of sweet tomato, and is layered with wood tones and soft tannins. The acidity cuts through this perfumed wine. Not for aging; it's attractively fruity and ready to drink now.",,88,,Tejo,,,Roger Voss,@vossroger,Quinta da Lagoalva de Cima 2008 Syrah (Tejo),Syrah,Quinta da Lagoalva de Cima
15029,US,"Rich and tart, this is a delightful Pinot Noir for drinking now. Feels upscale in the mouth, with flavors of spicy raspberry, red currant, cola and sandalwood. Shows the elegance that almost always accompanies a Robert Mondavi wine.",,88,26.0,California,Carneros,Napa-Sonoma,,,Robert Mondavi 2010 Pinot Noir (Carneros),Pinot Noir,Robert Mondavi
15030,Italy,"An ancient import from Greece, Uva di Troia finds its best expression in Puglia, southern Italy. This Riserva opens with plush aromas of black cherry, cola and spice. Soft wood influences give the wine a velvety feel.",Riserva Le More,88,30.0,Southern Italy,Castel del Monte,,,,Santa Lucia 2007 Riserva Le More Uva di Troia (Castel del Monte),Uva di Troia,Santa Lucia
15031,US,"Here's a nice Sauvignon Blanc for drinking now. It shows how well this variety grows in the warmer parts of the county, with citrus, apricot, peach and spice flavors. Crisp acidity provides zesty balance to this deliciously drinkable young wine.",,88,19.0,California,Santa Barbara County,Central Coast,,,Straight Line 2010 Sauvignon Blanc (Santa Barbara County),Sauvignon Blanc,Straight Line
15032,France,"This blend of 50% Syrah, 40% Grenache and 10% Carignan starts off tight and firm, but with time it reveals attractive aromas and flavors of small red berries and plums accented by garrigue and a hint of sweet woody smoke. It's firmly structured, with gripping tannins and a faint cocoa accent to the dry finish.",Coste d'Aleyrac,88,21.0,Languedoc-Roussillon,Coteaux du Languedoc Pic Saint Loup,,Lauren Buzzeo,@laurbuzz,Château de Lancyre 2009 Coste d'Aleyrac Red (Coteaux du Languedoc Pic Saint Loup),Rhône-style Red Blend,Château de Lancyre
15033,Portugal,"This wine heads the range of good value wines under the Monte Alentejano name. It has some weight and a tangy, structured character, and has not lost its black-plum flavors. Drink now.",Monte Alentejano Reserva,88,10.0,Alentejano,,,Roger Voss,@vossroger,DFJ Vinhos 2007 Monte Alentejano Reserva Red (Alentejano),Portuguese Red,DFJ Vinhos
15034,France,"A severe wine whose tannins show no sign of softening yet. Very mineral in texture, with black currants and dark-fruit skins, it is structured and concentrated, and should pair well with rich foods.",,88,,Southwest France,Cahors,,Roger Voss,@vossroger,Domaine du Prince 2006 Malbec-Merlot (Cahors),Malbec-Merlot,Domaine du Prince
15035,Germany,"Starts off with wet stone and lime aromas, then folds in Granny Smith flavors on the palate, giving it just the right mix of mineral, citrus and apple. It's lightweight but potent, with a lean but wiry frame. Drink now–2018.",,88,25.0,Mosel,,,Joe Czerwinski,@JoeCz,Dr. H. Thanisch (Erben Thanisch) 2010 Riesling (Mosel),Riesling,Dr. H. Thanisch (Erben Thanisch)
15036,Italy,"Casale Vecchio is a dark and spicy expression of Montepulciano that opens with sweet aromas of jammy fruit and blackberry preserve. Layers of moist pipe tobacco, new leather and crushed granite or mineral form a nicely integrated finish.",Casale Vecchio,88,18.0,Central Italy,Montepulciano d'Abruzzo,,,,Farnese 2009 Casale Vecchio  (Montepulciano d'Abruzzo),Montepulciano,Farnese
15037,US,"An interesting and even somewhat eccentric wine. There are notes of green tea and herbs, but enough pure orange fruit to make it rich. Lots of zingy acidity, too.",Sierra Madre Vineyard,88,25.0,California,Santa Maria Valley,Central Coast,,,Fontes & Phillips 2009 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Fontes & Phillips
15038,Chile,"Shy and clean on the nose, which offers up only mild grapefruit and lime. The feel is tight and stony, with pithy citrus and green apple flavors. Leans towards green and herbaceous on the finish, but never fully goes green while maintaining clarity and crispness.",La Gloria,88,12.0,Casablanca Valley,,,Michael Schachner,@wineschach,Veramonte 2011 La Gloria Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Veramonte
15039,US,"On the light side for a reserve, this nicely balanced, elegant wine is from the southwest block of the estate vineyard. Red berries and pomegranate fruit, moderate acidity, smooth tannins and a full middle are the hallmarks. With a little decanting, it's ready to go.",Reserve,88,45.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Abacela 2007 Reserve Tempranillo (Umpqua Valley),Tempranillo,Abacela
15040,Portugal,"In the full style of an Alentejo white, this is packed with flavors of tropical fruit and yellow stone fruit. Its richness is balanced by a good crisp line of citrusy acidity that yields a harmonious whole.",Branco,88,35.0,Alentejano,,,Roger Voss,@vossroger,Altas Quintas 2010 Branco White (Alentejano),Portuguese White,Altas Quintas
15041,Italy,"Montepulciano grapes are aged six months in oak to render sweet nuances of cinnamon and toasted almond that rest over a dense core of jammy fruit. The wine is lush, soft and velvety on the finish.",Mekan,88,17.0,Southern Italy,Molise,,,,Cantine Cipressi 2006 Mekan Montepulciano (Molise),Montepulciano,Cantine Cipressi
15042,US,"No one will ever complain that this Napa Valley-Sonoma County blend isn't fruity enough. It's deliciously explosive in jammy blackberries, cassis, cherries and milk chocolate. Oak adds notes of caramel. But flavor isn't everything, and this wine would benefit from greater restraint and structural integrity.",Encomium,88,70.0,California,California,California Other,,,Keating 2009 Encomium Cabernet Sauvignon (California),Cabernet Sauvignon,Keating
15043,Chile,"Round and grassy smelling, but turning more pungent and pointed with airing. Shows good grip and a slight spritz on the palate in front of grassy, green flavors of lime, bell pepper and tarragon. Pithy on the finish, where jalapeño and white-pepper notes rise up and take over.",Corralillo,88,16.0,San Antonio,,,Michael Schachner,@wineschach,Matetic 2011 Corralillo Sauvignon Blanc (San Antonio),Sauvignon Blanc,Matetic
15044,Portugal,"A soft, fruity wine, with spice, strawberry and currant flavors. It has a warm, open feel, with a hint of tannin. Its name refers to the winding Douro River Valley.",Twisted,88,18.0,Douro,,,Roger Voss,@vossroger,Niepoort 2009 Twisted Red (Douro),Portuguese Red,Niepoort
15045,Canada,"Done half in stainless and half in barrel, this soft and supple wine boasts grapefruity acids and lightly buttery pear-flavored fruit. Medium long, fresh and complex, with a parting kiss of cinnamon spice.",,88,15.0,British Columbia,Okanagan Valley,,Paul Gregutt,@paulgwine ,Quails' Gate 2009 Chardonnay (Okanagan Valley),Chardonnay,Quails' Gate
15046,Chile,"Floral red-fruit aromas get heavier with airing. Feels thick and full, with soft tannins and mild acidity. Tastes oaky but not overoaked, with caramel, vanilla and standard red-berry and plum flavors. A touch stewy on the finish, with a resiny oak flavor hanging in there.",Q,88,19.0,Casablanca Valley,,,Michael Schachner,@wineschach,Quintay 2010 Q Pinot Noir (Casablanca Valley),Pinot Noir,Quintay
15047,France,"Tight, structured wine, with intense acidity as well as red berry fruits. It feels lean and sinewy, needing a few more months to settle and round out. Keep a year.",Les Ravinets,89,,Beaujolais,Juliénas,,Roger Voss,@vossroger,Ferraud et Fils 2010 Les Ravinets  (Juliénas),Gamay,Ferraud et Fils
15048,US,"A delicious Pinot Noir, made in the light, forward style that's so popular today. Drink it now for the silky lushness of the raspberry and cherry jam, sweet toasted oak and cinnamon spice flavors.",Bridge Selection,89,38.0,California,Russian River Valley,Sonoma,,,HKG 2009 Bridge Selection Pinot Noir (Russian River Valley),Pinot Noir,HKG
15049,US,"This is one of Iron Horse's drier wines, with a low dosage, but it's still fairly sweet. There's a coating of sugar on the raspberries, oranges and limes. The bubbles are a bit scoury now, but this Pinot Noir and Chardonnay blend could develop nuances in the cellar after, say, 2013.",Brut X,89,50.0,California,Green Valley,Sonoma,,,Iron Horse 2006 Brut X Sparkling (Green Valley),Sparkling Blend,Iron Horse
15050,US,"The Clifton is holding back at the moment, its tannins feel a little scrapey and the fruit is showing a cool-climate aspect, although the Wahluke is generally one of Washington's hot spots. Gravelly and dry, with a long finish that somehow holds your interest long after the fruit has faded.",Clifton Vineyard,89,35.0,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,K Vintners 2008 Clifton Vineyard Syrah (Wahluke Slope),Syrah,K Vintners
15051,Spain,"Big and dark, with firm black cherry and blackberry aromas. Offers size, structure and crispness in the mouth, with driving, muscled flavors of cherry, black plum and integrated oak. Spicy and dry on the back end, with more than a hint of vanilla.",Melior,89,14.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Matarromera 2009 Melior  (Ribera del Duero),Tempranillo,Matarromera
15052,US,"Lots of fruity richness in this Pinot. Brims with ripe raspberry and cherry jam flavors, with oaky overtones of buttered cinnamon toast. The alcohol is nice and moderate. Drink over the next four years.",,89,34.0,California,North Coast,North Coast,,,On Point 2009 Pinot Noir (North Coast),Pinot Noir,On Point
15053,US,"Here's a lovely red wine, soft and appealing, and perfect for drinking now. It's dry and silky in tannins, with intricately layered cherry, smoked meat, pepper and sandalwood flavors.",,89,35.0,California,Napa Valley,Napa,,,Peju 2007 Merlot (Napa Valley),Merlot,Peju
15054,US,"Spicier than most Cab Francs, with a scour of pepper, but lush and flavorful in red cherries, tobacco and sandalwood. Easy to drink, this fine red wine has lots of interest. Drink now.",Reserve,89,95.0,California,Rutherford,Napa,,,Peju 2007 Reserve Cabernet Franc (Rutherford),Cabernet Franc,Peju
15055,US,"Smooth in tannins, rich and ripe in black cherry, mocha and spice flavors, and beautifully oaked, this Cabernet shows real elegance and style. It's a bit earthier and more abrupt than the modern style exemplified in neighboring Napa Valley, but still a fine wine.",Sunny Slope Vineyard,89,65.0,California,Sonoma Valley,Sonoma,,,Signaterra 2008 Sunny Slope Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Signaterra
15056,US,"This is an unusual mix of both Rhône and Bordeaux grapes—46% Mourvèdre, 19% Syrah, 13% Cabernet, 11% Grenache, 7% Merlot and 4% Malbec. It comes together in a somewhat diffuse red with good balance, good fruit and highlights of barrel and spice. Very tasty, just not particularly focused.",Vixen Red,89,35.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sinclair Estate Vineyards 2008 Vixen Red Red (Columbia Valley (WA)),Red Blend,Sinclair Estate Vineyards
15057,Spain,"Dusty and yeasty on the nose, with nectarine and peach aromas. The palate is dry and crisp, with green apple, green melon and powdered spice flavors. It's long, linear and dusty on the finish, with white pepper notes. Finely textured and fairly elegant.",Brut Nature Gran Reserva,89,30.0,Catalonia,Cava,,Michael Schachner,@wineschach,Sumarroca 2006 Brut Nature Gran Reserva Sparkling (Cava),Sparkling Blend,Sumarroca
15058,US,"This unusual blend of Syrah, Grenache, Tempranillo and Mourvèdre is the kind of red wine that needs spicy, salty beef or lamb to balance it. It's tannic, acidic and peppery, with a roasted meat edge to the blackberry fruit. Calls to mind Italian-style fare, rich in olive oil and cheeses.",Tinto,89,30.0,California,San Luis Obispo County,Central Coast,,,Trenza 2008 Tinto Red (San Luis Obispo County),Red Blend,Trenza
15059,France,"Unlike most Costières de Nîmes, this is 95% Grenache, giving it a round, expansive mouthfeel and soft tannins. Warm baking spices complement black cherry fruit. Drink now–2015.",Confidence,89,18.0,Rhône Valley,Costières de Nîmes,,Joe Czerwinski,@JoeCz,Château Beaubois 2009 Confidence Red (Costières de Nîmes),Rhône-style Red Blend,Château Beaubois
15060,US,"An eminently quaffable style of Gewürztraminer, this puts the fresh fruit flavors front and center, with floral highlights enriching the nose and the finish. Crisp and clean, it sings out for pad Thai.",,89,9.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chateau Ste. Michelle 2010 Gewürztraminer (Columbia Valley (WA)),Gewürztraminer,Chateau Ste. Michelle
15061,Spain,"Gold in color and loaded with heavily toasted, resiny barrel aromas. The palate is lush and Burgundian, with lemon, baked apple, woodspice and white pepper flavors. Toasty and well structured for a barrel-fermented Spanish white.",Colleita Seleccionada,89,35.0,Galicia,Ribeiro,,Michael Schachner,@wineschach,Coto de Gomariz 2009 Colleita Seleccionada White (Ribeiro),White Blend,Coto de Gomariz
15062,Spain,"A lot is going on up front; there's cassis, raisin, prune and dill aromas. Medium to full in the mouth, with lively berry, plum and spice flavors. Not too sweet and fairly long and earthy on the finish. A pure example of Rioja Reserva.",Reserva,89,20.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,CVNE 2006 Reserva  (Rioja),Tempranillo,CVNE
15063,South Africa,"This is Diemersfontein's “Original Chocolate/Coffee Pinotage,” made in a very modern style to show the maximum mocha expression possible. Insanely assertive notes reminiscent of a mocha latte are supported by secondary accents of caramel, baked black berries and raspberry sauce. Round and lush, this is one for the hedonists.",,89,20.0,Wellington,,,Lauren Buzzeo,@laurbuzz,Diemersfontein 2009 Pinotage (Wellington),Pinotage,Diemersfontein
15064,US,"NH is making a heritage blend here from 50% Carignane, 30% Zinfandel from the Big John Vineyard and 20% Petite Sirah from Dalton Vineyard, all grown in Calaveras County. Superfull in body and texture, the blend is high in ripe raspberry and plum, Zin-spicy with savory cedar and smokiness too.",The Deviant,89,42.0,California,Calaveras County,Sierra Foothills,Virginie Boone,@vboone,Newsome-Harlow 2009 The Deviant Red (Calaveras County),Red Blend,Newsome-Harlow
15065,US,"People will love this Cab Sauvignon-Merlot blend (60%-40%) that's got bright red fruit, mostly cherry and raspberry, finished with a tinge of cocoa.",Ralphi's Red Blend,89,29.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Nottingham Cellars 2008 Ralphi's Red Blend Red (Livermore Valley),Red Blend,Nottingham Cellars
15066,Italy,"Hermes is made with air-dried Moscato grapes on the beautiful island of Sardinia. The amber-colored wine is redolent of candied fruit, butterscotch, caramel, orange zest and honey. Dried ginger and sharp resin characterize the close.",Hermes,89,38.0,Sicily & Sardinia,Isola dei Nuraghi,,,,Tenute Soletta 2006 Hermes Moscato (Isola dei Nuraghi),Moscato,Tenute Soletta
15067,Spain,"Simple and airy on the nose, with melon, apple and citrus notes. It's spritzy, healthy and citrusy in the mouth, with comfortable, familiar pineapple and melon flavors. Holds steady on the finish. Very nice for immediate drinking.",Limited Release,89,15.0,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Vionta 2010 Limited Release Albariño (Rías Baixas),Albariño,Vionta
15068,US,"Lots to like in this dry, silky Pinot Noir. Easy to imagine drinking it with a nice steak with mushrooms. It's rich in cherry, cola, mushroom and beef teriaki flavors. A little soft, and not an ager, but fine now.",Quintus Vineyard,89,75.0,California,Sonoma Coast,Sonoma,,,De Coelo 2009 Quintus Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,De Coelo
15069,France,"With some firm tannins and considerable red fruit juiciness, this is a wine that combines a good fruity character with a solid structure. The balancing side is the acidity and very fresh finish.",,89,21.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Domaine de Billards 2009  Saint-Amour,Gamay,Domaine de Billards
15070,France,"Smooth and rich wine with fresh blackberry fruits and a hint of raisins. The wine relishes both its acidity and its ripe fruit character, the tannins giving an attractive final support.",En Pressins,89,,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Gaël Martin 2009 En Pressins  (Saint-Amour),Gamay,Gaël Martin
15071,US,"Gianelli's first attempt with this Italian variety is all that one expects from an Aglianico that is meant to be deep, dark and dense, all chocolate and cherries, tight yet bright. Save it a few years for when you're next having osso bucco.",,89,28.0,California,Tuolumne County,Sierra Foothills,Virginie Boone,@vboone,Gianelli 2009 Aglianico (Tuolumne County),Aglianico,Gianelli
15072,US,"Chardonnay grapes star in this rich bubbly. It's attractive in pear, orange, papaya and toast flavors, with a fine edge of sourdough yeast. The bubbles are a little scoury, but otherwise this is a good price for a vintage sparkling wine.",Blanc de Blancs,89,24.0,California,Carneros,Napa-Sonoma,,,Gloria Ferrer 2006 Blanc de Blancs Sparkling (Carneros),Sparkling Blend,Gloria Ferrer
15073,Italy,This is a fresh and easy Moscato that shows sweet tones of honey and peach nectar with background tones of white almond and melon. The wine is softly fizzy and creamy on the close.,,84,9.0,Lombardy,Pavia,,,,Canti NV Moscato (Pavia),Moscato,Canti
15074,Argentina,"This standard Chardonnay opens with blowsy melon and papaya aromas. The palate holds onto that melony feel while dealing honeydew, papaya and fleshy apple flavors. The finish tastes sweet and kind of flat.",505,84,13.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Casarena 2012 505 Chardonnay (Mendoza),Chardonnay,Casarena
15075,US,"Ripe stem and leaf notes lend a distinctly green tone to bright black-cherry and cassis flavors in this Cabernet Franc. It's a slightly austere wine, but brisk acidity and delicate structure make it an excellent food companion.",,84,30.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Castello di Borghese 2010 Cabernet Franc (North Fork of Long Island),Cabernet Franc,Castello di Borghese
