id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
80025,US,"With a touch of cedar on the nose, this blend of 65% Grenache, 20% Mourvèdre and 15% Syrah offers intense tannin and leather amid an earthy core of gamy spice. Enjoy with cassoulet, the perfect Rhône-inspired pairing.",L'Autre,90,30.0,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,Terre Rouge 2011 L'Autre G-S-M (Sierra Foothills),G-S-M,Terre Rouge
80026,US,"There is 36% Barbera, 32% Carignane, 30% Petite Sirah and 2% Zinfandel in this field blend, a lushly juicy, gulpable wine that offers firm tannins and spicy red fruit, cinnamon and earth tones. A subtle streak of bacon peeks out midway and onto the finish. A great food wine, it will make all kinds of meats, pastas and pizzas sing.",Heritage Field Blend,90,25.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Borra 2011 Heritage Field Blend Red (Lodi),Red Blend,Borra
80027,France,"From the flagship Médoc estate of Bordeaux negociant Dourthe, this wine is impressive, ripe and ready to age well. The wood aging still shows slightly but that is already compensated for by the ripe black-currant fruits from the 66% Cabernet Sauvignon and the generous texture. Drink this wine from 2023.",,92,49.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Belgrave 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Belgrave
80028,France,"With a majority of Cabernet Sauvignon in the blend, the wine is finely structured and filled with intense black fruits. It has a dry core that will allow it to age slowly and gently. The wine has juicy acidity, a tightly tannic core and great potential. Drink from 2021.",,92,50.0,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Clauzet 2014  Saint-Estèphe,Bordeaux-style Red Blend,Château Clauzet
80029,France,"Firm while also juicy, this is a bright and fruity wine. It has plenty of acidity as well as a lively texture that will allow this attractive wine to age well over the medium term. Drink from 2024.",,92,18.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Couhins 2014  Pessac-Léognan,Bordeaux-style Red Blend,Château Couhins
80030,France,"This is a bright wine—still a little closed but promising fine fruitiness for the future. With herbal acidity, lemon and grapefruit flavors and a zesty tang at the end, it will develop relatively quickly. Drink from 2020.",,92,22.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Couhins 2014  Pessac-Léognan,Bordeaux-style White Blend,Château Couhins
80031,France,"Claiming, with some pride, to have the longest chateau name in Bordeaux, this estate on the plateau of Saint-Émilion, close to Château Figeac, has given a 2014 that is dense, juicy and with great fruit. The tannins and the fruit are balanced with the blackberry flavors supported by the dry core. Drink from 2022.",,92,39.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Grand Barrail Lamarzelle Figeac 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Grand Barrail Lamarzelle Figeac
80032,France,"Rich and soft, this is a fine, tannic and fruit-driven wine. It is full of bright acidity, smooth tannins and with a touch of smokiness from the wood aging. Produced from a small parcel in the Simard vineyard, it is set to age well. It has fine elegant tannic structure. Drink from 2023.",,92,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Haut-Simard 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Haut-Simard
80033,France,"The chateau owes its name to the 18th-century Joseph Laffitte who created the estate. The wine ,which comes from the heart of Saint-Estèphe, is ripe with spice. With generous tannins and equally generous fruit, it is dominated by Cabernet Sauvignon that gives it the structure as well as the juicy fruitiness. Drink this fine wine from 2021.",,92,45.0,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Laffitte Carcasset 2014  Saint-Estèphe,Bordeaux-style Red Blend,Château Laffitte Carcasset
80034,France,"The wine is dense with great fruit and accompanying structure. With its dark ripe berry fruits and full tannins, the wine is powerful although with great elegance. It is stylish, full of complexity ready to age well. Drink from 2024.",,92,,Bordeaux,Listrac-Médoc,,Roger Voss,@vossroger,Château Lalande-Borie 2014  Listrac-Médoc,Bordeaux-style Red Blend,Château Lalande-Borie
80035,France,"Young Cabernet Sauvignon vines are blended with older Merlot in this second wine of Léoville las Cases. That gives a wine which is warm, ripe and structured. It does have concentration while also having great freshness and a crisp aftertaste. Drink from 2022.",Le Petit Lion,92,33.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Léoville Las Cases 2014 Le Petit Lion  (Saint-Julien),Bordeaux-style Red Blend,Château Léoville Las Cases
80036,France,"Laden with wood as much as rich fruit, this is a fully structured wine. Dark toast is prominent at this young stage although this will go as the wine balances out. Then it will be a dense wine full of black fruits and with balanced tannins and acidity. Drink from 2021.",,92,45.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château les Grands Chênes 2014  Médoc,Bordeaux-style Red Blend,Château les Grands Chênes
80037,France,"With its high proportion of Cabernet Sauvignon, this second wine of Mouton-Rothschild is packed with black currant fruit as well as the intense acidity of the vintage. The fruit is rich, ripe and dark with tannins and black plum flavors. There is spice and toast from the wood aging that will soften as the wine ages. Drink from 2023.",Le Petit Mouton,92,,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Mouton Rothschild 2014 Le Petit Mouton  (Pauillac),Bordeaux-style Red Blend,Château Mouton Rothschild
80038,France,Peach and rose-focused potpourri scent the nose. The palate has great direction and freshness and a rich textured core that almost comes across as oily. The result is a perfect contrast between tangy freshness and rich fruit. Bursting fruit and perfume are countered by zesty citrus. The flavors last and last and the finish is dry.,Gentil de Katz,92,18.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Clément Klur 2015 Gentil de Katz White (Alsace),Alsace white blend,Clément Klur
80039,US,"Winemaker Spencer Daley taps a long respected vineyard to craft a solid Syrah that shows lavender, boysenberry, white pepper and dried fennel on the nose. There is a tarry quality to the palate, with black peppercorn, violet and charred beef notes accenting the underlying elderberry fruit. A solid structure ensures ageability.",Thompson Vineyard,92,34.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Coda 2014 Thompson Vineyard Syrah (Santa Barbara County),Syrah,Coda
80040,US,"Earth and rose petal notes open on the nose of this vineyard designate, a sultry and succulent wine that will please in its fullness of body and texture. Hearty blue and red berry flavors give it juiciness on the palate, seasoned with cola and cinnamon.",Terra de Promissio,92,70.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Della 2014 Terra de Promissio Pinot Noir (Sonoma Coast),Pinot Noir,Della
80041,France,"The nose gives little away and is very shy. The palate, however, is a paradigm on lemony freshness—of textured candied lemon and pear richness and great concentration. All of the richness of Pinto Gris is present, but it is carried aloft by zesty citrus freshness to strike a note of harmonious tangy balance. The finish shimmers with pear, earth and spice.",Wiebelsberg Grand Cru,92,53.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Gresser 2013 Wiebelsberg Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaine Gresser
80042,France,"Aromatic notes of tart, baked apple fill the nose. On the palate these aromas revert to the flavors of fresh yellow apples with juicy tartness. The palate is fresh and vivid, dry and brisk. The finish is clean and really lip smacking. It's the apple notion that lasts longest.",Schoenenbourg Grand Cru,92,34.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Dopff Au Moulin 2014 Schoenenbourg Grand Cru Riesling (Alsace),Riesling,Dopff Au Moulin
80043,Italy,"Earthy aromas of truffle, leather, dried herb and dark berry slowly take shape in this full-bodied red. Smooth and concentrated, the palate doles out fleshy wild cherry, raspberry compote, and savory orange zest and star anise notes, framed by fine-grained tannins. Drink 2019–2025.",Vigna del Fiore,92,80.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Fattoria dei Barbi 2012 Vigna del Fiore  (Brunello di Montalcino),Sangiovese,Fattoria dei Barbi
80044,US,"Dark and concentrated pomegranate and rosebud aromas meet with juniper and sweet pine needle on the nose of this bottling. The attack is a clean and flavorful, mixing dried cranberry and tangy cherry with thyme, marjoram and peppercorn, culminating in a camphor-like finish.",,92,40.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Matias Wines 2014 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Matias Wines
80045,Italy,"Underbrush, chopped aromatic herb, dark spice and balsamic aromas come together in the glass. Firmly structured and elegant with a backbone of taut, refined tannins, the palate doles out ripe Marasca cherry, crushed raspberry, licorice and baking spice flavors. Drink 2020–2032.",,92,85.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Poggio Antico 2012  Brunello di Montalcino,Sangiovese,Poggio Antico
80046,US,"Crisp boysenberry and black raspberry aromas meet with lthyme, oregano and a touch of caramelization on the nose of this Sea Smoke bottling. Dark cranberry fruit shows on the palate, lifted by anise, pepper and an array of herbs, all framed by a leathery texture. Drink now until 2028.",Southing,92,60.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Sea Smoke 2014 Southing Pinot Noir (Sta. Rita Hills),Pinot Noir,Sea Smoke
80047,Italy,"Ripe berry, new leather, dark spice and a balsamic note are some of the aromas you'll find in this full-bodied red. The firm palate offers black cherry, fresh mint and clove set against a backbone of fine-grained tannins that lend polish and structure. It's already impressive but will continue to develop. Drink 2020–2030.",Vigneto Bucerchiale,92,35.0,Tuscany,Chianti Rufina,,Kerin O’Keefe,@kerinokeefe,Selvapiana 2012 Vigneto Bucerchiale  (Chianti Rufina),Sangiovese,Selvapiana
80048,Italy,"This blend of 60% Sangiovese 25% Merlot and 15% Cabernet Sauvignon boasts enticing dark berry, menthol, new leather and dark spice notes. The taut palate doles out black cherry, cassis and licorice flavors, with a pleasant hint of game and fine-grained tannins. Drink 2019–2027.",Villa di Petrognano,92,23.0,Tuscany,Pomino,,Kerin O’Keefe,@kerinokeefe,Selvapiana 2012 Villa di Petrognano Red (Pomino),Red Blend,Selvapiana
80049,US,"Beautifully structured for aging, this wine is deep and dark in color, with rosemary and tobacco aromas and ripe black cherry, black olive and cranberry flavors. Firm tannins and good fruit acidity make it feel tangy and bright, while retaining all that flavor. Best after 2020.",Christian's Reserve,92,48.0,California,Lake County,,Jim Gordon,@gordone_cellars,Six Sigma Ranch 2013 Christian's Reserve Tempranillo (Lake County),Tempranillo,Six Sigma Ranch
80050,US,"Harvested late but not sweet, this decadently rich and fruity wine pairs well with cheese or an equally opulent dish such as osso bucco or red wine risotto. It has grapey, jammy aromas and late-picked flavors like fig, plum and black raisin that glide along the palate. The alcohol is high, tempered by a velvety texture and moderate tannins.",Mazzoni-Live Oak,92,34.0,California,Contra Costa County,Central Coast,Jim Gordon,@gordone_cellars,Three 2014 Mazzoni-Live Oak Zinfandel (Contra Costa County),Zinfandel,Three
80051,US,"The three guys in question are former professional football players who shared a love of wine, enough to launch this small-production project. It delivers juicy apple and pear in a lusciously creamy texture that shows a hint of stony minerality and nutmeg, the fruit coming back to the fore on the powerful finish.",Sangiacomo Vineyard,92,40.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Three Fat Guys 2014 Sangiacomo Vineyard Chardonnay (Sonoma Coast),Chardonnay,Three Fat Guys
80052,France,"On the nose, there is a hint of apple freshness amidst the peachy honeysuckle notes. These aromas also dominate the off-dry sweetish palate. The sugar helps to lend lusciousness to the fruit notes while apple and citrus freshness brighten and enliven alongside a lovely bitter edge.",Kaefferkopf Grand Cru Vieilles Vignes,92,54.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Jean-Baptiste Adam 2015 Kaefferkopf Grand Cru Vieilles Vignes Gewurztraminer (Alsace),Gewürztraminer,Jean-Baptiste Adam
80053,US,"There's a light whiff of the chicken coop here, adding an unexpected note of earthiness to the fresh raspberry fruit. The flavors spread out horizontally across the palate, coating it completely and lingering with a finishing touch of mint chocolate cookie.",Guadalupe Vineyard,92,63.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Ken Wright 2014 Guadalupe Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Ken Wright
80054,US,"This is a recent addition to the winery's expansive repertoire of single-vineyard selections, and it offers a pretty mix of strawberry fruit in a toasty, pastry-flavored mode. It's perfect for near-term drinking, fresh and delicious, though lightly framed.",Latchkey Vineyard,92,63.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Ken Wright 2014 Latchkey Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Ken Wright
80055,US,"A full, rounded wine, this vineyard designate exudes a richness of juicy black cherry with savory pepper and meat aromas. The robust tannic structure contributes additional girth and depth, accentuating the darker, more brooding elements of the whole.",Jack London Vineyard,92,27.0,California,Sonoma Mountain,Sonoma,Virginie Boone,@vboone,Kenwood 2014 Jack London Vineyard Syrah (Sonoma Mountain),Syrah,Kenwood
80056,US,"This blend of 55% Syrah, 25% Grenache and 20% Mourvèdre has a dark and gamy nose, with smoked beef, chocolate, black cherry and cola aromas. The palate is well-structured and expertly balanced, offering familiar Rhône flavors like fennel, pepper spice and blackberry jam.",Sisu,92,45.0,California,Adelaida District,Central Coast,Matt Kettmann,@mattkettmann,kukkula 2013 Sisu Red (Adelaida District),Rhône-style Red Blend,kukkula
80057,US,"Any warm California region can ripen fruit to this degree, resulting in blackberry, cassis and chocolate flavors. But Napa's special magic concerns the wine's structure. Here, you'll find fantastically firm tannins and quite a bit of acidity. Both give the wine the architecture to house all the richness. Drink now, after decanting, and over the next 10 years.",Estate,93,85.0,California,Rutherford,Napa,,,St. Supéry 2009 Estate Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,St. Supéry
80058,US,"There's a delicacy to this Pinot that makes it a welcome alternative to the big, clumsy style. The color is translucent, and the alcohol is relatively low, giving it a nice, bouncy mouthfeel. The depth of flavor is impressive, suggesting ripe forest raspberries and cherries, and a hint of mushrooms. It would be a pity to drink this wine before 2017.",Jensen Vineyard,93,75.0,California,Mt. Harlan,Central Coast,,,Calera 2010 Jensen Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,Calera
80059,Spain,"This inky, jammy smelling Toro is overflowing with blackberry and blueberry aromas. In the mouth, grabby tannins rise up with power, creating a rugged mouthfeel. Flavors of blackberry, charred oak, burnt meat and blackened spices finish dark, toasty, peppery and slightly bitter. Talk about a serious Toro with massive flavors and pounding tannins; drink from 2014 through 2019.",Victorino,93,63.0,Northern Spain,Toro,,Michael Schachner,@wineschach,Teso La Monja 2010 Victorino  (Toro),Tinta de Toro,Teso La Monja
80060,US,"At nearly seven years in age, this 100% Cabernet is still offering ripe, fresh blackberry, cassis liqueur, dark chocolate and oak flavors. It feels young, with firm, hard tannins, but very fine and complex. Just at the beginning of its journey, it will easily reward further cellaring. Hold until 2015, at the very least.",Meteor Vineyard,93,135.0,California,Napa Valley,Napa,,,Tom Eddy 2005 Meteor Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Tom Eddy
80061,US,"At almost five years of age, this wine is mellow, smooth and incredibly good. It shows classic Cabernet flavors of blackberries and sweet cassis liqueur. It is beautifully concentrated with ripe fruit just starting to develop interesting, aged characteristics. Just beautiful for drinking now, and should continue to evolve in the bottle for at least six more years.",Kidd Ranch,93,60.0,California,Napa Valley,Napa,,,Sequum 2008 Kidd Ranch Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Sequum
80062,US,"Exceedingly rich and sweet in blackberries, currants and chocolate, this Cab is also high in alcohol, but there's no heat. The glycerine-like sweetness is part of the enjoyable package. 100% new French oak is not out of balance, bringing sweet vanilla and toast to the package. Defines the Paso style of warmth, opulence and soft deliciousness.",Passing By,93,46.0,California,Paso Robles,Central Coast,,,Jada Vineyard & Winery 2010 Passing By Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Jada Vineyard & Winery
80063,US,"As in the past, Leonetti's 2010 Sangiovese was co-fermented with Syrah (11%), and sourced from Seven Hills, Pepper Bridge and Mill Creek Upland vineyards. It's flat-out delicious from the first scents of barrels and fruits, right on through a lush palate rich in flavors of berries, rum-soaked cherries and exotic spices. A long finish, with a smoky/earthy cast, is supported with tart acids.",,93,65.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Leonetti Cellar 2010 Sangiovese (Walla Walla Valley (WA)),Sangiovese,Leonetti Cellar
80064,US,"This wine was made from very specific Pinot Noir clones planted in a small block of the estate vineyard. It's exceptionally ripe with raspberry and cherry flavors, and plenty of new oak. A big wine, it's dark in color and impressive in weight, yet maintains a complex lightness of being. Drink now–2017.",Chico's Run Doña Margarita Vineyard Unfiltered,93,48.0,California,Sonoma Coast,Sonoma,,,Marimar Estate 2009 Chico's Run Doña Margarita Vineyard Unfiltered Pinot Noir (Sonoma Coast),Pinot Noir,Marimar Estate
80065,Austria,"There is deliciously pure fruit here, rich certainly but with a straight line to pear, sweet orange and peach flavors. Behind the fruity exterior is a more structured core, showing spice as well as density and final acidity. Age for three years and more.",Ried Loibenberg Smaragd,93,56.0,Wachau,,,Roger Voss,@vossroger,Emmerich Knoll 2011 Ried Loibenberg Smaragd Grüner Veltliner (Wachau),Grüner Veltliner,Emmerich Knoll
80066,Chile,"For price and quality, Le Dix 2010 takes things to a high level. The nose on this Cabernet-led blend is full of violet, lilac, cassis and mild oak. The palate is multilayered and has a complex feel to it, while flavors of baked berry, cassis, coffee and marzipan finish with size and length. This is one of the most balanced and complete versions of Le Dix to date. Drink from 2014–2022.",Le Dix de Los Vascos,93,65.0,Colchagua Valley,,,Michael Schachner,@wineschach,Domaines Barons de Rothschild (Lafite) 2010 Le Dix de Los Vascos Red (Colchagua Valley),Cabernet Blend,Domaines Barons de Rothschild (Lafite)
80067,Germany,"Dry and steely in focus, yet ebulliently fruity and floral on the nose and palate, there's so much dimension to this fantastic Riesling. Intensely ripe stonefruit flavors leave an irresistible glycerine slick on the palate, but it finishes clean with a shower of crushed-stone minerality and steel.",Wallhausen Felseneck GG Trocken,93,66.0,Nahe,,,Anna Lee C. Iijima,,Prinz Salm 2010 Wallhausen Felseneck GG Trocken Riesling (Nahe),Riesling,Prinz Salm
80068,US,"Tough and gritty, with hard tannins, this is definitely astringent and dry, but it does show classic Napa character. Blended with Cabernet Franc and Merlot, it's rich in blackberry, black cherry, currant and dark chocolate flavors that finish long. It would be a mistake to drink this wine too young. Cellar it until 2018, and it should provide mature beauty well beyond.",,93,49.0,California,Napa Valley,Napa,,,Redmon 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Redmon
80069,Chile,"As Chilean Carmenère goes, this is one of the best and most true to the grape. Dusty, dry, earthy aromas of spiced berry, herbs and cocoa lead to a lofty palate with both creamy oak and driving acids. Oak-related flavors of vanilla and coconut sit on top of spicy, baked berry flavors, while the finish is full, woody, creamy and dense. Drink this excellent Carmenère now through 2017.",Herencia,93,90.0,Peumo,,,Michael Schachner,@wineschach,Santa Carolina 2008 Herencia Carmenère (Peumo),Carmenère,Santa Carolina
