id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
70010,France,"Dark in color, this wine from the Entre-deux-Mers shows structure, firm black fruits and rich tannins. Berry fruits, black currants, smokiness and fresh acidity are well integrated and balanced with the firmer texture. It will certainly age, so drink from 2015.",,87,12.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Fourchou 2010  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Fourchou
70011,France,"Packed with dark tannins, this complex wine shows a powerful structure allied with very fresh acidity and red berry fruits. It is still feeling its way, heavy on the texture and still waiting for the fruit. Drink from 2014.",,87,20.0,Bordeaux,Graves,,Roger Voss,@vossroger,Château le Bonnat 2010  Graves,Bordeaux-style Red Blend,Château le Bonnat
70012,US,"Despite the broad appellation, South Coast fruit seems to dominate in the tropical fruit aromas, accompanied by a generous dose of spicy, vanilla-tinged oak. Similarly tastes very ripe and fruity, although has noticeable sweetness.",Vintner's Reserve,85,12.0,California,California,California Other,,,Kendall-Jackson 1998 Vintner's Reserve Chardonnay (California),Chardonnay,Kendall-Jackson
70013,US,"Clean and crisp, the main aromas and flavors are green apples and spice. A forward, consumer-friendly, simple Chardonnay.",,85,10.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Kiona 1998 Chardonnay (Washington),Chardonnay,Kiona
70014,US,"Here's a softly fruity wine marked by aromas and flavors of grass, melon, grapefruit, tangerine, and fig. It's fairly dry, although it seems like there's a touch of residual sugar-not very much, just enough to round it out. It's a little one-dimensional, but pleasant.",Coastal,85,10.0,California,Central Coast,Central Coast,,,Villa Mt. Eden 1999 Coastal Sauvignon Blanc (Central Coast),Sauvignon Blanc,Villa Mt. Eden
70015,US,"The earthy and leafy aromas are akin to Chilean Merlot. The plum flavors are attractive but there's also an indistinct berry/tomato taste that lowers the bar. A smooth, round, carefree wine better geared to casual parties than contemplative sipping.",Reserve,84,10.0,California,North Coast,North Coast,,,Corbett Canyon 1997 Reserve Merlot (North Coast),Merlot,Corbett Canyon
70016,US,"This honest effort at a terroir-driven Cabernet starts with currant and blackberry aromas, although they’re a little on the weak side. Nice berry and spice flavors with a dash of wood. High acidity gives it a real bite, and it finishes a little sharp as well.",,84,19.0,Washington,Columbia Valley (WA),Columbia Valley,,,Caterina 1997 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Caterina
70017,US,"This single-vineyard Cab is dark, dense and chewy, with bitter tannins and a roasted coffee finish.",Whiskey Canyon Vyd,84,29.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Covey Run 1996 Whiskey Canyon Vyd Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Covey Run
70018,US,"Light and grapefruity, without much Pinot Gris character. An innocuous, fairly generic white wine.",,84,9.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Winery 1998 Pinot Gris (Yakima Valley),Pinot Gris,Columbia Winery
70019,US,"This oddball grape is a German hybrid cross between Sylvaner and Pinot Blanc, and has nothing to do with Muscat (hence the ""k""). Intense, concentrated aromas of tangerine, kiwi and orange, with a noticeable foxiness. Ripe fruit, big flavors, and a lot of weight on the palate.",,84,18.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Covey Run 1999 Morio Muskat (Yakima Valley),Morio Muskat,Covey Run
70020,US,"Has aromas of blackberries and plums, with an earthy note, and a medicinal streak. Flavors are fruity and it drinks dry, with an earthy roughness that time won't round out. Simple and pleasant.",,83,10.0,California,California,California Other,,,Forest Glen 1998 Merlot (California),Merlot,Forest Glen
70021,US,"Has dense, heavy aromas of jasmine, cinnamon, rose petal, chocolate and citrus. Fruity and fairly sweet, with flavors of ripe peaches, nectarines and orange sherbet. Acidity is okay, but there's a heaviness, a thickness to the wine that makes it a bit awkward on the palate.",,83,9.0,Washington,Yakima Valley,Columbia Valley,,,Hoodsport 1998 Gewürztraminer (Yakima Valley),Gewürztraminer,Hoodsport
70022,US,Citrus fruits and figs are backed with a healthy dose of acidity in this somewhat tart offering.,,83,7.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Covey Run 1998 White (Columbia Valley (WA)),White Blend,Covey Run
70023,US,"Herbaceousness marks this wine, which doesn't seem to be ripe enough. True, there are some pretty black-cherry and chocolate notes in the aroma that carry through in the mouth. But it drinks thin, although not rough, and there's a green chlorophyll note that no amount of aging will get rid of.",,82,18.0,California,Santa Ynez Valley,Central Coast,,,Buttonwood Farm 1997 Merlot (Santa Ynez Valley),Merlot,Buttonwood Farm
70024,US,"Has slight but clean wildflower and peach aromas, and drinks light but fruity, with apple and peach notes. Seems a little off-dry, but with adequate acidity. Nothing wrong with this low-priced, everyday-style wine.",Reserve,82,7.0,California,California,California Other,,,Glen Ellen 1998 Reserve Chardonnay (California),Chardonnay,Glen Ellen
70025,US,"A simple, everyday red that won't break the bank. The grapes tend to get a little baked this far inland, especially Merlot, which really needs just the right conditions to maintain delicacy and balance. As a result the dominant notes are earthy, with a slightly baked or raisiny quality. The tannins, needless to say, are soft, and the acidity is low.",,82,9.0,California,Dunnigan Hills,Central Valley,,,R.H. Phillips 1998 Merlot (Dunnigan Hills),Merlot,R.H. Phillips
70026,US,"Opens with watery, citrusy aromas, and tastes of apples and grapefruits. Not much complexity or depth, but it's clean, with no flaws. On the soft side, and finishes with a little residual sugar.",,82,11.0,Washington,Yakima Valley,Columbia Valley,,,Hoodsport 1998 Chardonnay (Yakima Valley),Chardonnay,Hoodsport
70027,US,"The aromas are watery and very faint, suggestive of kiwi, lime and vanilla. Flavors are similarly very light. What the palate gives is alcohol, acidity and sugar, with just the barest trace of citrus.",,81,9.0,Washington,Yakima Valley,Columbia Valley,,,Hoodsport 1998 Chenin Blanc (Yakima Valley),Chenin Blanc,Hoodsport
70028,US,"If Monterey has a problem with Cabernet Sauvignon, the challenges for Merlot are even more formidable, as this tough, thin, earthy wine shows. These grapes just didn't get ripe enough. so the dominant notes are herbaceous and tannic. It also finishes watery.",Coastal Selection,81,13.0,California,Monterey County,Central Coast,,,Mirassou 1997 Coastal Selection Merlot (Monterey County),Merlot,Mirassou
70029,US,"Has indistinct watery aromas of lemons and buttercups. Fresh and clean, but the flavors are weak and washed out. There's adequate acidity and alcohol, but your palate really has to work to ferret out the lemony flavors.",,81,9.0,Washington,Yakima Valley,Columbia Valley,,,Hoodsport 1998 Sémillon (Yakima Valley),Sémillon,Hoodsport
70030,US,"Complex aromas of cassis, dough, espresso, bacon, and cola create instant interest. It seduces with its rich dark fruit and earth flavors, and a concentrated, suave mouthfeel. Big flavors and tannins don't quit on the long, even finish. Profoundly enjoyable, seamless and shows impeccable balance. Keep for five to seven years; it will last a long time.",Reserve,96,60.0,California,Napa Valley,Napa,,,Lewis 1997 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Lewis
70031,US,"The lovely bouquet of blackberry jam, oak with mint, cedar, and black olives draws you in. Broad and rich on the palate, with ample but fine tannins. Great depth of dark-berry fruit, with coffee and cedar shadings. The explosive finish just keeps going as intriguing sweet-tart fruit and bitter chocolate notes please all the way out. Best to hold six to nine years.",,95,125.0,California,Mount Veeder,Napa,,,Cardinale 1997 Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,Cardinale
70032,US,"Very solid and deep, with a bouquet of delicious black-currant and dark-cherry fruit and toasty, buttery oak. Very comfortable mouthfeel. Full, with layered fruit and a long and elegant finish that sports big but not sharp tannins. Tight now; hold for three to six years.",,95,50.0,California,Stags Leap District,Napa,,,Pine Ridge 1997 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Pine Ridge
70033,US,"Forward aromas of ripe cherries and deep vanillin oak meld nicely. Black plum, sweet cherry and coffee flavors, with cedar accents. The very full, supple mouthfeel is captivating. Shows fine length, spicy dry tannins and the stuffing to last. Hold four or more years, as it will keep for ages.",The Poet,94,65.0,California,Napa Valley,Napa,,,M. Cosentino 1997 The Poet Red (Napa Valley),Bordeaux-style Red Blend,M. Cosentino
70034,US,"Made at a somewhat approachable price point, this blend of coastal vineyard sites holds back on fruit and texture. It provides a tightly closed and still youthful touch of savory herb and tea, finishing lean.",,87,32.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Zepaltas 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Zepaltas
70035,US,"This lightly reductive wine has aromas of white peach, honeysuckle and the underside of a pineapple. It drinks medium sweet with tangerine flavors on the finish.",,86,19.0,Idaho,,,Sean P. Sullivan,@wawinereport,Huston 2013 Riesling,Riesling,Huston
70036,Italy,"Dense and one-dimensional, this opens with faint aromas of raisin, leather and a whiff of spice. The evolved palate offers stewed plum, a green note of unripe cherry, powdered sage and a hint of licorice. Raspy tannins create an abrupt, astringent finish.",,86,40.0,Tuscany,Vino Nobile di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Il Cavalierino 2011  Vino Nobile di Montepulciano,Red Blend,Il Cavalierino
70037,US,"Syrupy red cherry, hibiscus and fruit-punch aromas show on the nose of this good-deal wine, along with touches of graphite and crushed potpourri. It's broad and a touch ripe on the palate, with pomegranate and marjoram notes.",,86,17.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Edna Valley Vineyard 2014 Pinot Noir (Central Coast),Pinot Noir,Edna Valley Vineyard
70038,Spain,"A floral red-fruit nose opens this juicy yet basic Tempranillo. Raw edginess on the palate comes with candied plum and raspberry flavors, while this finishes fresh, with a modest salty note.",,86,9.0,Central Spain,La Mancha,,Michael Schachner,@wineschach,El Cortijillo 2014 Tempranillo (La Mancha),Tempranillo,El Cortijillo
70039,Italy,"Straightforward and easy drinking, this opens with aromas of violet, ripe berry and a whiff of menthol. On the palate, notes of star anise and dried sage lightly accent dried black cherry.",,86,,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Fattoria Montecchio 2012  Chianti Classico,Red Blend,Fattoria Montecchio
70040,US,"Chocolate-covered cherry and plum surround a shock of stark acidity on this wine that has a round and soft palate. On the finish, a touch of astringency flirts with cedar.",Broken Rock Vineyard,86,82.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Foundry 2012 Broken Rock Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Foundry
70041,Spain,"Light, almost neutral aromas are like stream water touched up with lime. This is basic on the palate, but easy to process. Flavors of papaya and melon are a bit leesy, while this Treixadura-Torrontés blend is short on the finish.",,86,12.0,Galicia,Ribeiro,,Michael Schachner,@wineschach,Bodegas Campante 2014 White (Ribeiro),White Blend,Bodegas Campante
70042,Romania,"This slightly sweet Moscato has aromas of fresh cut pineapple, magnolia, peaches, honeysuckle and dried anise seed. The palate gets lychee and apricot.",Dreambird,86,7.0,Viile Timisului,,,Jeff Jenssen,@worldwineguys,Cramele Recas 2014 Dreambird Moscato (Viile Timisului),Moscato,Cramele Recas
70043,US,"Lighter in color, this wine packs fruit punch, cola and ripe cranberry into the nose. Flavors mix juicy strawberries with Earl Grey tea, marjoram and orange rind elements.",Small Lot Reserve,86,16.0,California,Monterey,Central Coast,Matt Kettmann,@mattkettmann,Irony 2013 Small Lot Reserve Pinot Noir (Monterey),Pinot Noir,Irony
70044,US,"An extreme ripeness in aroma and flavor pumps this wine up to nearly the point of bursting. It is bold, super fruity, full bodied and concentrated.",,86,16.0,California,California,California Other,Jim Gordon,@gordone_cellars,Lander-Jenkins 2012 Pinot Noir (California),Pinot Noir,Lander-Jenkins
70045,Spain,"Cherry and blueberry aromas are floral at first, then a touch grassy after airing. This feels full and bouncy, while salty plum and berry flavors are limited but fine. This holds form on the finish.",,86,10.0,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,Legado del Moncayo 2014 Garnacha (Campo de Borja),Garnacha,Legado del Moncayo
70046,US,"This smoothly round and full-bodied wine offers a taste of the tropics, combining pineapple, payapa and coconut in tone and flavor. The oak (only 20% of it new) is pronounced, though on the way to integration, .",Reserve,86,40.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Levendi 2013 Reserve Chardonnay (Napa Valley),Chardonnay,Levendi
70047,US,"The aroma is very ripe, almost like a Port wine. Flavors are deep and ripe, with a twinge of dried fruit, and the texture is appropriately firm and tannic. It's a bold, hearty and full-bodied Bordeaux-style blend.",La Boheme Estate Reserve,86,46.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Naggiar 2012 La Boheme Estate Reserve Red (Sierra Foothills),Bordeaux-style Red Blend,Naggiar
70048,France,"This rounded wine is still tight and closed. The texture shows strongly at the moment, but will soften to bring out the crisp fruits and perfumed acidity. A rustic edge needs to blow away as the wine matures. Drink from 2017.",Cuvée Silex,86,30.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Philippe Girard 2014 Cuvée Silex  (Sancerre),Sauvignon Blanc,Philippe Girard
70049,US,"Somewhat muted, this estate-grown wine is most exuberant in pine and dusty cherry. Full bodied and robust on the palate, it retains a grip of tannin from start to finish.",Estate Grown Reserve,86,40.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Balverne 2013 Estate Grown Reserve Pinot Noir (Russian River Valley),Pinot Noir,Balverne
70050,US,"A combination of Merlot, Cabernet Sauvignon, Petite Sirah and Petit Verdot, this wine is thick, dense and extracted. Fully robust in tannin, it features a powerful grip of gunpowder, blackberry and currant, making it a good choice for barbecue.",,86,26.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Block 88 2013 Red (Napa Valley),Red Blend,Block 88
70051,Spain,"Saucy blueberry aromas are a touch muddled and difficult to decipher, while this Garnacha feels medium in body and healthy. Raspberry and plum flavors come with a resiny, pasty oak note, while medicinality rises up on the finish.",De Fuego Old Vines,86,10.0,Northern Spain,Calatayud,,Michael Schachner,@wineschach,Breca 2014 De Fuego Old Vines Garnacha (Calatayud),Garnacha,Breca
70052,France,"Warm, fruity and ripe, this offers a good balance between a ripe, creamy, yellow-fruit character and juicy acidity that refreshes and gives a crisp aftertaste. The wine is totally ready to drink.",,86,20.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Chartron et Trébuchet 2014  Bourgogne,Chardonnay,Chartron et Trébuchet
70053,US,"Light, clear and unfiltered, this vineyard-designate has elements of Christmas tree pine, spearmint and forest floor. Crisp on the palate and somewhat austere, it finishes clean and quick.",Bacigalupi Vineyards,86,42.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Conarium 2013 Bacigalupi Vineyards Pinot Noir (Russian River Valley),Pinot Noir,Conarium
70054,France,This ripe wine has spice as well as red-berry fruits. Good acidity combines with light tannins to deliver a balanced wine with a mineral edge that should age for a few more months. Drink from 2017.,,86,22.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine Alban Roblin 2014  Sancerre,Pinot Noir,Domaine Alban Roblin
70055,France,"Intensely herbal, this is a ripe, fresh and fruity wine. It has a grassy character that partners with tropical-fruit flavors. Drink now.",,86,15.0,Loire Valley,Touraine,,Roger Voss,@vossroger,Domaine des Elephants 2014 Sauvignon Blanc (Touraine),Sauvignon Blanc,Domaine des Elephants
70056,France,"If you want a truly herbal, grassy wine, look no further. This wine is tight, crisp and green with juicy green-plum acidity. It is forward, all fruit with just a tang of texture at the end. Drink now.",Domaine du Tremblay Vin Noble,86,20.0,Loire Valley,Quincy,,Roger Voss,@vossroger,Domaines Tatin 2014 Domaine du Tremblay Vin Noble  (Quincy),Sauvignon Blanc,Domaines Tatin
70057,US,"Light aromas of yellow apple, pear and spice lead to off-dry flavors that trail toward the finish.",Sawtooth Vineyard Estate Grown,86,12.0,Idaho,,,Sean P. Sullivan,@wawinereport,Sawtooth 2014 Sawtooth Vineyard Estate Grown Pinot Gris,Pinot Gris,Sawtooth
70058,US,Whiffs of butter and vanilla in the aroma lead to a soft and supple wine that tastes like baking spices and cherries. It's very polished and almost soft in texture.,Rennie Vineyard Organic Grapes,86,32.0,California,Yorkville Highlands,North Coast,Jim Gordon,@gordone_cellars,Yorkville Cellars 2013 Rennie Vineyard Organic Grapes Malbec (Yorkville Highlands),Malbec,Yorkville Cellars
70059,Spain,"Briny tropical fruit and minerally aromas are most prominent on this white wine made from Jaen, a.k.a. Mencía. The palate has a leesy quality to it, but overall this feels standard, with mild melon and vanilla flavors.",Flavus,86,20.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Viña Sastre 2013 Flavus Jaen (Ribera del Duero),Jaen,Viña Sastre
70060,France,"This wine is full of red-berry flavors with a dry, stalky background texture. It is light and is the style of wine that could be served slightly chilled. The aftertaste brings out crisp acidity. Drink from 2016.",Chignin,86,25.0,France Other,Vin de Savoie,,Roger Voss,@vossroger,Philippe Viallet 2014 Chignin Mondeuse (Vin de Savoie),Mondeuse,Philippe Viallet
70061,Italy,"This offers unusual aromas that suggest worn out leather, scorched soil and a whiff of cellar floor that carry over to the palate along with prune, dried berry and a bitter note of powdered sage. Astringent tannins leave a tongue-drying finish.",,86,30.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,La Torre 2011  Brunello di Montalcino,Sangiovese,La Torre
70062,US,"A candied, buttery aroma, ripe fruit flavors and full body characterize this wine. It seems to have a strong spicy influence that comes with firm tannins and an almost-sweet character.",Estate,86,38.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Las Positas 2012 Estate Tempranillo (Livermore Valley),Tempranillo,Las Positas
70063,France,"Produced from vines in the Mâcon region, this citrus and yellow-fruit-flavored wine is rich, rounded and mature. It still has plenty of freshness, supplemented by almond and butter flavors. Drink now.",,86,20.0,Burgundy,Bourgogne,,Roger Voss,@vossroger,Maison L'Envoyé 2011  Bourgogne,Chardonnay,Maison L'Envoyé
70064,France,Aromas of melon and toasted marshmallow precede a palate that is full bodied yet remarkably crisp. Flavors of melon and orange rind dominate through the slightly warm finish.,La Bachole,89,120.0,Rhône Valley,Hermitage,,Joe Czerwinski,@JoeCz,Les Vins de Vienne 2011 La Bachole White (Hermitage),Rhône-style White Blend,Les Vins de Vienne
70065,US,"Fragrant of violets, berries and plums, this perfumed, pretty blend of Pinot Noir and Pinot Meunier braces on the palate with it's piercing acidity and lean, elegant profile. It's mousse is aggressively foamy and mouth filling, but finishes cleanly.",Blanc de Noirs,89,30.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Château Frank 2008 Blanc de Noirs  (Finger Lakes),Champagne Blend,Château Frank
70066,Italy,"Sensations of crushed flower, sweet cake spices and red berry fruit are conveyed by this structured but easy-to-drink Nebbiolo. The round, juicy palate is balanced with supple tannins and fresh acidity. A coffee bean note signals the finish.",,89,26.0,Piedmont,Langhe,,Kerin O’Keefe,@kerinokeefe,Cordero di Montezemolo 2012 Nebbiolo (Langhe),Nebbiolo,Cordero di Montezemolo
70067,New Zealand,"This is a broadly expansive wine in the mouth, but what it may lack in focus it makes up for in mouthwatering fruit intensity. Gooseberry and grapefruit lead the way, with just the right amount of herbal flourishes. Drink now.",,89,14.0,Marlborough,,,Joe Czerwinski,@JoeCz,Echo Bay 2013 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Echo Bay
70068,Italy,"This savory wine opens with aromas of crushed red berries and violets. The soft, straightforward palate offers juicy black cherry layered with clove and mocha alongside velvety tannins. It's already extremely accessible so enjoy now.",,89,17.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Fattoria di Petroio 2010  Chianti Classico,Red Blend,Fattoria di Petroio
70069,Italy,"Violet, ripe black berry, vanilla and tilled soil aromas take center stage. The palate offers dense and juicy black cherry layered with chocolate and mocha alongside polished tannins. It's straightforward, savory and accessible. Enjoy now.",Le Pigole,89,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Fattoria Tregole 2009 Le Pigole  (Chianti Classico),Sangiovese,Fattoria Tregole
70070,US,"Chris Gorman's “Devil” project includes this juicy, fruity red blend, based mostly upon Bordeaux grapes. The forward cherry-berry flavors push through with some power into a chocolate-malted explosion with peppery highlights.",The Devil You Know,89,28.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Gorman 2012 The Devil You Know Red (Columbia Valley (WA)),Red Blend,Gorman
70071,US,"The blend here is two-thirds Merlot, 20% Cabernet Sauvignon and 12% Cabernet Franc. Tight and toasty, it carries a hint of green tannins that show up in an astringent, lightly chalky finish. The fruit is sharp and herbal, with a suggestion of heat.",Walter Clore Private Reserve Red Wine,89,35.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Crest 2011 Walter Clore Private Reserve Red Wine Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Columbia Crest
70072,France,"This richly structured wine has dark tannins as well as crisp red fruits and acidity. From old vines, it shows firmness and density. Another year will add elegance to the ripe texture. Drink from 2016.",Vieilles Vignes,89,22.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Domaine Régis Champier 2013 Vieilles Vignes  (Côte de Brouilly),Gamay,Domaine Régis Champier
70073,Italy,"Opening aromas of crushed black cherry, blue flower, sweet baking spices and mocha carry over to the palate along with a hint of vanilla. It's friendly, round and ready; enjoy now to capture the juicy fruit flavors.",,89,21.0,Tuscany,Rosso di Montalcino,,Kerin O’Keefe,@kerinokeefe,Paradisone 2011  Rosso di Montalcino,Sangiovese,Paradisone
70074,Italy,"Red currants, black cherry, bell pepper, mocha, black pepper and blue flower all meld together in this juicy blend of 70% Cabernet Sauvignon, 15% Merlot and 15% Petit Verdot. The palate is shy on fresh acidity but still inviting thanks to juicy fruit and velvety tannins.",Volpolo,89,35.0,Tuscany,Bolgheri,,Kerin O’Keefe,@kerinokeefe,Podere Sapaio 2011 Volpolo  (Bolgheri),Red Blend,Podere Sapaio
70075,Italy,"Elegant and fresh, this linear wine brings together sensations of black raspberry, blue flower, licorice, white pepper and clove that are balanced with vibrant acidity and graceful tannins. Bright and delicious, it's made to be enjoyed young, so drink now.",Avene,89,35.0,Piedmont,Langhe,,Kerin O’Keefe,@kerinokeefe,Rivetti Massimo 2012 Avene Nebbiolo (Langhe),Nebbiolo,Rivetti Massimo
70076,Italy,"Smooth and savory, this features aromas of leafy underbrush, porcini mushroom, dark berries and baking spices. The juicy palate delivers crushed dark cherry, black raspberry, cinnamon and mocha alongside supple tannins.",Tavoleto,89,32.0,Piedmont,Nebbiolo d'Alba,,Kerin O’Keefe,@kerinokeefe,Tenuta Carretta 2011 Tavoleto  (Nebbiolo d'Alba),Nebbiolo,Tenuta Carretta
70077,France,"This is a fruity wine, full of black cherries and plums. From the most northerly of the Beaujolais crus, it has style as well as weight and structure, although the fruitiness that dominates. It is ready to drink now.",,89,22.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Henry Fessy 2012  Saint-Amour,Gamay,Henry Fessy
70078,US,"The blend includes roughly equal amounts of Cab Franc, Petit Verdot and Malbec, nicely integrated. The structure and palate weight seem more mainstream Yakima Valley than Red Mountain, lending extra balance and herbal detail to the wine.",Murray,89,20.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Hightower 2012 Murray Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Hightower
70079,US,"The Alatus blend is two-thirds Cabernet Sauvignon, with Merlot, Malbec and Syrah also in the mix. Dark and spicy, it remains compact and toasty, with a solid core of cassis, coffee grounds, cedar and smoke. The barrel influences (40% new) are well displayed, but the rest of the wine needs more time to catch up.",Alatus,89,36.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Kontos 2010 Alatus Red (Walla Walla Valley (WA)),Red Blend,Kontos
70080,Italy,"This offers aromas of ripe plum, black berry, fig, spice and underbrush. The palate delivers crushed black cherry layered with sweet baking spices and grilled herbs alongside firm tannins. This will be even better in 2015, but then drink it soon.",,89,30.0,Tuscany,Rosso di Montalcino,,Kerin O’Keefe,@kerinokeefe,L'Aietta 2012  Rosso di Montalcino,Sangiovese,L'Aietta
